ORD_ID,ORD_DATE,ORD_PRIORITY,ORD_DISCOUNT,QUANTITY_ORDERED_NEW
87768,17/07/2012,Low,0.02,2
88749,05/12/2012,Medium,0.1,24
88749,05/12/2012,Medium,0.03,4
88749,05/12/2012,Medium,0.04,23
89451,10/02/2011,Low,0.09,1
89454,10/02/2013,Low,0.03,4
86929,07/09/2012,Critical,0.04,8
90665,08/10/2011,Not Specified,0.05,11
87561,16/04/2012,Medium,0.06,2
87561,16/04/2012,Medium,0.08,2
86068,17/06/2012,Medium,0.03,2
91511,01/08/2013,Low,0,13
90372,31/05/2013,Low,0.08,14
90596,03/06/2010,Low,0.05,19
88374,17/08/2012,Not Specified,0.06,5
90233,10/10/2011,Critical,0.1,5
87819,25/04/2013,High,0.08,10
87814,25/04/2011,High,0.08,9
87819,25/04/2013,High,0.06,11
87290,09/06/2012,High,0.08,18
87290,09/06/2012,High,0.05,7
87290,09/06/2012,High,0.02,17
89322,23/07/2012,High,0.07,7
87695,11/02/2010,Critical,0.07,9
89665,01/07/2010,High,0.04,13
89677,01/07/2013,High,0.03,3
88565,07/10/2013,Not Specified,0.09,19
88557,07/10/2010,Not Specified,0.05,6
88565,07/10/2013,Not Specified,0.04,25
90781,23/10/2013,High,0.03,3
91044,15/04/2011,Medium,0.08,10
91044,15/04/2011,Medium,0.1,2
90483,03/03/2012,Medium,0.01,11
90906,17/09/2011,Medium,0.04,22
88572,22/05/2012,Medium,0.08,19
87754,13/03/2013,Low,0.08,2
87751,13/03/2011,Low,0.01,12
91476,25/07/2011,Low,0.04,9
88132,27/07/2013,Critical,0.03,1
88127,27/07/2011,Critical,0.08,13
86157,02/01/2013,Critical,0.1,7
86795,08/12/2010,Not Specified,0.09,8
91342,26/06/2013,Low,0.04,10
86565,11/07/2010,Critical,0.08,5
88694,12/09/2013,Not Specified,0.05,22
88251,16/11/2013,Not Specified,0,34
86742,01/09/2011,Low,0.05,17
85963,11/10/2013,Not Specified,0.1,25
88238,13/07/2013,Low,0.1,18
88420,03/07/2013,High,0,12
87837,10/03/2012,Medium,0.01,8
87837,10/03/2012,Medium,0.06,8
89430,17/12/2012,Not Specified,0.04,18
90095,21/11/2012,High,0.03,34
91157,16/03/2013,Medium,0.04,12
90013,15/06/2011,Low,0.08,14
90013,15/06/2011,Low,0.05,16
90013,15/06/2011,Low,0.08,1
90490,25/11/2013,Low,0.05,12
87006,14/02/2011,Critical,0.06,3
86819,14/08/2012,Critical,0.02,1
89389,27/08/2010,High,0,23
86733,30/12/2013,Not Specified,0.08,23
88533,12/05/2013,Medium,0.06,16
86912,12/12/2013,Critical,0.1,21
90307,11/08/2013,High,0.01,3
90307,11/08/2013,High,0.06,13
90307,11/08/2013,High,0.03,25
90307,11/08/2013,High,0.08,19
86028,12/06/2013,Critical,0.09,14
86028,12/06/2013,Critical,0.05,19
90142,13/11/2013,Critical,0.08,7
90540,25/12/2010,High,0.04,4
88546,28/08/2010,Medium,0.04,7
88553,28/08/2013,Medium,0.07,10
88553,28/08/2013,Medium,0.08,25
88550,11/01/2013,Critical,0.08,5
86174,09/03/2011,Medium,0.07,10
86174,09/03/2011,Medium,0.07,6
86174,09/03/2011,Medium,0.08,12
86031,15/08/2013,High,0.08,15
88692,24/06/2010,Low,0.09,6
89518,08/08/2013,High,0.03,8
86738,27/02/2011,Medium,0.09,8
86746,27/02/2013,Medium,0.04,1
86738,27/02/2011,Medium,0.06,2
87116,14/11/2013,Medium,0.04,11
87110,14/11/2010,Medium,0.02,41
90983,29/10/2013,High,0.09,13
91068,11/10/2013,Medium,0.02,24
87014,31/08/2013,Medium,0.01,3
91303,13/08/2013,High,0.06,6
89550,26/01/2013,Medium,0.05,8
89550,26/01/2013,Medium,0.04,3
90790,26/08/2011,High,0.09,19
90790,26/08/2011,High,0.07,13
87900,14/07/2010,Not Specified,0.1,14
87904,14/07/2013,Not Specified,0.04,4
85834,31/03/2010,Critical,0.09,2
87615,29/06/2013,Low,0.05,12
87615,29/06/2013,Low,0,9
91469,03/03/2012,Low,0.03,1
88389,12/06/2010,High,0.02,1
88401,12/06/2013,High,0.03,8
91249,12/09/2012,High,0.05,2
90336,11/04/2013,Medium,0.03,1
88029,19/04/2010,High,0.09,5
88036,19/04/2013,High,0.02,10
87477,23/05/2012,Not Specified,0.01,6
87477,23/05/2012,Not Specified,0.09,15
88510,29/10/2012,High,0.07,16
88636,05/11/2011,High,0.01,24
91198,06/09/2013,Critical,0.06,23
91195,06/09/2010,Critical,0.06,20
91195,06/09/2010,Critical,0.09,12
90684,16/12/2013,Critical,0,8
90873,27/11/2011,Not Specified,0.07,30
90873,27/11/2011,Not Specified,0.09,30
90873,27/11/2011,Not Specified,0.01,40
86626,05/05/2013,Not Specified,0.07,10
87187,20/11/2010,Critical,0.1,6
87192,20/11/2013,Critical,0.01,41
88605,18/01/2013,Not Specified,0.1,13
90961,06/01/2010,Low,0.02,6
91194,25/02/2010,Not Specified,0.04,10
91194,25/02/2010,Not Specified,0,8
88679,22/04/2010,Low,0.02,11
85955,18/03/2012,Medium,0.01,4
88207,09/03/2011,Medium,0.1,7
88207,09/03/2011,Medium,0.07,6
86893,22/07/2012,Medium,0.08,8
88596,09/04/2013,Critical,0.03,12
90194,26/05/2011,High,0.01,16
91175,23/11/2010,Medium,0.05,41
87936,29/07/2011,High,0.02,9
90930,04/03/2013,Medium,0.05,4
90531,10/08/2010,Not Specified,0.03,6
89892,15/12/2013,Not Specified,0.04,9
91463,20/04/2012,Medium,0.03,7
87770,28/03/2013,Not Specified,0.04,4
86637,18/09/2013,Medium,0.01,8
90405,09/08/2010,High,0.08,1
91001,29/10/2011,Not Specified,0.1,20
90414,06/07/2010,Not Specified,0.01,7
90292,11/10/2010,Low,0.09,21
90734,31/10/2013,High,0.08,26
90478,16/11/2013,Low,0.09,18
86146,09/10/2011,High,0.09,14
86146,09/10/2011,High,0.1,9
86150,09/10/2013,High,0.03,23
86150,09/10/2013,High,0.08,8
86146,09/10/2011,High,0.04,13
91436,26/07/2010,Medium,0.04,15
91087,02/06/2010,Critical,0.03,13
91097,02/06/2013,Critical,0.06,1
91087,02/06/2010,Critical,0.05,6
88777,02/01/2013,Critical,0.1,9
88252,10/12/2013,Critical,0,9
89765,23/06/2011,Medium,0.05,8
89765,23/06/2011,Medium,0.08,15
89765,23/06/2011,Medium,0,16
89765,23/06/2011,Medium,0.09,19
87011,12/05/2012,High,0.07,16
91145,11/01/2011,Low,0,7
89894,03/08/2012,Not Specified,0.04,24
89894,03/08/2012,Not Specified,0.04,23
87065,20/12/2012,Critical,0.01,24
90264,02/04/2010,Medium,0.1,4
87497,16/05/2012,High,0.01,17
89295,26/03/2012,Critical,0.03,1
87405,01/12/2013,Not Specified,0.07,9
87405,01/12/2013,Not Specified,0.06,24
85936,08/07/2013,Medium,0.02,2
90177,24/02/2011,High,0,7
90177,24/02/2011,High,0.04,1
89231,31/05/2013,Critical,0.01,15
91335,03/12/2013,Low,0.08,2
91335,03/12/2013,Low,0.04,4
87352,05/12/2012,High,0,7
88031,01/02/2011,High,0,9
88031,01/02/2011,High,0.05,13
88031,01/02/2011,High,0.06,1
88031,01/02/2011,High,0.02,1
90575,18/10/2013,Medium,0.06,7
90575,18/10/2013,Medium,0.06,3
90575,18/10/2013,Medium,0,26
87462,26/12/2013,High,0,22
86038,26/04/2013,Not Specified,0.03,9
88584,09/01/2013,High,0.01,3
90805,30/10/2013,Low,0.09,15
90805,30/10/2013,Low,0.09,9
88008,28/08/2012,High,0.01,8
89259,25/11/2010,Medium,0.01,3
89502,17/04/2013,Not Specified,0.03,11
86838,12/05/2010,Medium,0.09,16
86845,12/05/2013,Medium,0.01,4
86838,12/05/2010,Medium,0.08,7
86838,12/05/2010,Medium,0.05,4
86838,12/05/2010,Medium,0.05,4
91086,15/01/2010,Medium,0.06,2
91360,09/08/2013,High,0.04,16
86870,06/09/2010,Low,0.09,8
91449,22/10/2011,Not Specified,0.04,4
91073,13/10/2013,High,0.01,23
87822,09/11/2013,Critical,0.05,17
90702,05/05/2013,High,0.02,16
86884,14/02/2010,Critical,0.09,2
86909,18/07/2012,Not Specified,0.09,13
86558,10/07/2011,Critical,0.05,1
91446,13/06/2013,Not Specified,0.05,18
91446,13/06/2013,Not Specified,0.07,16
88312,28/10/2013,Critical,0.02,23
87484,22/03/2010,Not Specified,0.03,7
87502,22/03/2013,Not Specified,0.08,11
91137,23/10/2013,Medium,0.01,4
87620,22/10/2010,High,0.03,20
87620,22/10/2010,High,0.01,1
90738,17/06/2013,Low,0,12
90738,17/06/2013,Low,0.01,3
90735,17/06/2010,Low,0.03,16
90681,07/01/2013,Low,0,6
87206,21/07/2013,Not Specified,0.09,8
87194,21/07/2010,Not Specified,0.1,8
90845,19/10/2011,Not Specified,0.07,5
89645,31/05/2013,Low,0.08,6
87983,22/10/2011,Not Specified,0.03,3
91588,16/02/2013,Low,0.04,4
87723,07/03/2012,Low,0.05,10
87608,11/04/2012,High,0.08,11
91084,20/05/2013,High,0.06,16
91433,01/10/2010,High,0.05,21
91433,01/10/2010,High,0.05,2
88475,20/09/2010,Medium,0.09,22
88475,20/09/2010,Medium,0.02,2
86782,11/04/2013,Low,0,8
89046,23/09/2013,Critical,0.03,8
89046,23/09/2013,Critical,0.05,8
89041,23/09/2010,Critical,0.06,14
90068,03/09/2013,Critical,0.03,16
88275,25/02/2013,High,0.1,8
88266,25/02/2010,High,0.06,1
88113,29/03/2013,Not Specified,0.05,7
90395,10/07/2012,Low,0,11
89769,28/07/2013,Medium,0.05,11
89106,06/03/2010,Medium,0.07,7
89574,18/09/2011,Low,0.05,10
90868,15/01/2012,Critical,0.06,9
88416,11/12/2013,High,0.09,2
91313,19/03/2013,High,0.01,7
91310,19/03/2010,High,0.1,3
91313,19/03/2013,High,0.06,2
91310,19/03/2010,High,0,7
90433,04/06/2011,Low,0.09,8
89516,13/08/2012,Critical,0.07,6
89156,03/07/2011,Not Specified,0.04,7
89156,03/07/2011,Not Specified,0.02,12
89351,02/10/2012,Medium,0.05,12
90400,22/06/2013,High,0.09,8
89415,11/12/2010,High,0.01,12
87263,21/02/2012,Critical,0,8
87263,21/02/2012,Critical,0.09,5
87537,04/10/2010,Medium,0.1,15
87549,04/10/2013,Medium,0.05,19
91541,25/08/2012,Low,0.09,6
91541,25/08/2012,Low,0.01,20
91107,30/12/2013,Low,0,16
91107,30/12/2013,Low,0.09,1
88978,05/05/2012,Not Specified,0.1,3
88978,05/05/2012,Not Specified,0.04,20
86531,01/06/2012,High,0.07,5
86531,01/06/2012,High,0.01,9
91015,22/08/2013,High,0.01,25
89512,30/03/2013,Low,0.06,7
90191,04/05/2013,Medium,0.02,4
89318,13/12/2013,Not Specified,0.04,11
89309,16/08/2012,High,0.04,14
88632,07/03/2010,Critical,0.09,5
91536,27/09/2013,Medium,0.07,26
90373,09/08/2013,High,0.03,6
86890,23/01/2012,High,0.05,11
86232,16/07/2013,Low,0.02,8
86228,16/07/2011,Low,0.05,5
86232,16/07/2013,Low,0.03,3
87545,29/11/2012,Medium,0.01,8
89357,27/07/2012,Medium,0.07,16
91258,16/11/2010,Not Specified,0.1,38
87081,21/01/2013,Critical,0.04,3
87076,21/01/2010,Critical,0.04,9
91190,20/03/2013,Critical,0.04,4
86534,20/04/2010,High,0.03,9
89552,17/03/2013,Low,0.08,7
86338,16/01/2010,Medium,0,9
90285,16/12/2011,High,0.05,6
87801,07/03/2012,Low,0.1,9
90391,26/01/2012,Low,0.01,4
89966,08/03/2013,Not Specified,0.03,8
89413,04/05/2013,Medium,0.06,2
90022,23/03/2013,Not Specified,0.06,10
90022,23/03/2013,Not Specified,0.05,1
90022,23/03/2013,Not Specified,0.02,11
87491,07/08/2011,Medium,0.05,8
87995,06/08/2010,Low,0.1,21
89610,02/12/2010,Low,0.06,12
86356,04/01/2010,High,0.06,1
86952,23/09/2010,Not Specified,0.04,15
88397,01/10/2012,Medium,0.09,1
88397,01/10/2012,Medium,0.02,6
88397,01/10/2012,Medium,0.09,19
88224,24/01/2012,Not Specified,0.07,13
88955,15/06/2012,High,0.09,14
90450,13/02/2012,Critical,0.02,2
90450,13/02/2012,Critical,0,2
89648,03/10/2011,Low,0.07,17
90655,08/11/2011,Critical,0.09,37
90661,08/11/2013,Critical,0.1,35
90655,08/11/2011,Critical,0.08,6
87130,08/03/2012,Not Specified,0,8
87130,08/03/2012,Not Specified,0.07,7
91465,08/12/2013,Critical,0.09,3
91465,08/12/2013,Critical,0.03,15
85906,24/08/2013,High,0.05,2
85896,24/08/2010,High,0,5
90802,22/03/2012,High,0.01,9
86776,30/08/2012,Medium,0.03,19
86813,09/07/2010,Critical,0.03,5
86813,09/07/2010,Critical,0.01,9
87741,23/08/2011,Critical,0.01,8
87927,12/09/2013,Not Specified,0.07,13
90556,12/12/2013,Critical,0.09,24
90556,12/12/2013,Critical,0.09,11
90813,12/09/2013,Not Specified,0.08,10
90806,12/09/2010,Not Specified,0,18
86389,10/02/2012,Low,0.02,7
86642,17/02/2012,Low,0.06,1
86642,17/02/2012,Low,0.04,1
86580,25/05/2012,Critical,0.07,19
86580,25/05/2012,Critical,0.08,5
87653,22/01/2011,High,0.06,1
91450,20/07/2013,Not Specified,0.01,9
91450,20/07/2013,Not Specified,0.08,10
91450,20/07/2013,Not Specified,0.04,14
88937,19/11/2012,High,0.04,10
91562,17/03/2013,Not Specified,0.1,5
91562,17/03/2013,Not Specified,0.09,9
90262,27/02/2013,Critical,0.08,9
87617,11/05/2010,Low,0.02,5
87629,11/05/2013,Low,0.02,10
89779,14/10/2011,Critical,0.05,18
86905,19/01/2012,High,0.03,4
86905,19/01/2012,High,0.05,4
86905,19/01/2012,High,0.03,1
85883,20/12/2011,High,0,20
85883,20/12/2011,High,0.08,15
85883,20/12/2011,High,0.01,15
90216,26/04/2011,Not Specified,0.04,2
90115,05/09/2010,Not Specified,0,5
86734,05/04/2010,High,0.05,4
90512,20/11/2013,Low,0.07,39
90512,20/11/2013,Low,0.1,22
89288,18/01/2013,High,0.09,4
89285,18/01/2011,High,0.05,1
86668,04/10/2010,Medium,0.02,8
86678,04/10/2013,Medium,0.09,2
86668,04/10/2010,Medium,0.03,7
90280,06/09/2013,Not Specified,0,26
90273,06/09/2011,Not Specified,0.02,19
87504,18/10/2013,Medium,0,1
87504,18/10/2013,Medium,0.09,6
86833,03/11/2013,Not Specified,0,6
88788,08/04/2012,Not Specified,0.01,9
87777,15/05/2011,Not Specified,0.03,6
86695,03/06/2012,Critical,0.09,7
90075,18/03/2013,Not Specified,0,5
85961,07/06/2013,Critical,0.1,14
90149,26/02/2012,High,0.06,5
90149,26/02/2012,High,0,3
90948,09/08/2011,Not Specified,0.05,14
88391,08/10/2010,Medium,0.05,19
88391,08/10/2010,Medium,0,6
87322,01/02/2013,Medium,0,2
88663,30/05/2013,High,0.04,1
86154,24/05/2011,High,0.09,7
90312,22/01/2012,Medium,0.1,1
88909,10/09/2011,High,0.03,15
88911,10/09/2013,High,0,1
90970,19/07/2013,Low,0,16
90967,19/07/2011,Low,0,5
87886,19/07/2011,Not Specified,0.08,2
90172,18/08/2013,Medium,0.05,7
89696,05/12/2013,Medium,0.03,3
89696,05/12/2013,Medium,0.05,16
91282,14/02/2012,Not Specified,0.05,10
88930,25/05/2011,High,0,1
88930,25/05/2011,High,0.01,7
85869,31/01/2011,Critical,0.04,6
85873,31/01/2013,Critical,0.05,1
90828,20/05/2012,Medium,0.09,13
89325,15/10/2013,Low,0.06,16
89325,15/10/2013,Low,0.06,17
86100,18/10/2013,Low,0.1,10
89871,15/03/2012,Low,0.08,10
91397,15/08/2010,Medium,0.07,19
91397,15/08/2010,Medium,0.03,19
91402,15/08/2013,Medium,0.03,11
89777,04/11/2010,Not Specified,0,8
91213,16/04/2010,Not Specified,0,9
91216,16/04/2013,Not Specified,0.1,2
88562,23/03/2013,Not Specified,0,9
89678,06/11/2013,Critical,0,23
88174,02/07/2010,Critical,0.06,3
87286,30/05/2010,Not Specified,0.05,11
90101,12/05/2013,Not Specified,0.08,7
90101,12/05/2013,Not Specified,0.05,12
86831,26/03/2012,High,0.05,5
86831,26/03/2012,High,0.04,3
89030,02/07/2012,Medium,0.07,3
86723,07/06/2010,Low,0.02,3
86723,07/06/2010,Low,0.08,17
86217,19/01/2013,Critical,0.1,14
89310,27/09/2012,Critical,0.07,3
86494,11/03/2012,Medium,0.1,8
89135,28/06/2013,Critical,0.05,12
90745,19/06/2011,Not Specified,0,17
90417,23/08/2011,Low,0.09,17
90212,03/01/2013,Low,0.02,7
91008,12/10/2012,Not Specified,0.06,9
88228,06/09/2012,Low,0,5
88228,06/09/2012,Low,0.07,22
87748,29/05/2010,High,0.01,11
86143,21/11/2013,Medium,0.05,25
91428,14/08/2013,Medium,0.02,5
91428,14/08/2013,Medium,0.09,11
90036,31/05/2012,Not Specified,0.06,13
90036,31/05/2012,Not Specified,0,1
89926,16/07/2012,High,0.05,1
89926,16/07/2012,High,0,7
89256,02/03/2013,High,0.07,8
86805,30/08/2013,High,0.09,22
90455,07/09/2012,Not Specified,0.1,23
91478,05/02/2013,Medium,0.1,6
90947,17/05/2011,Low,0.05,14
90947,17/05/2011,Low,0.01,17
87004,23/04/2010,Medium,0.08,3
86173,20/10/2010,Medium,0,8
86180,20/10/2013,Medium,0.04,22
90327,25/10/2010,Critical,0,19
90327,25/10/2010,Critical,0.01,14
90327,25/10/2010,Critical,0.02,18
90327,25/10/2010,Critical,0.1,7
87183,18/12/2012,High,0.01,20
87183,18/12/2012,High,0.1,8
87183,18/12/2012,High,0.01,25
86653,09/11/2013,Critical,0.02,23
89109,16/12/2012,Critical,0.08,25
91138,17/09/2011,High,0,13
91138,17/09/2011,High,0.06,21
86218,27/02/2013,High,0.04,8
86765,23/11/2013,Medium,0.1,1
86758,23/11/2011,Medium,0.05,16
85830,31/10/2012,Low,0,22
85830,31/10/2012,Low,0.07,10
90973,09/12/2010,Not Specified,0.06,4
86816,09/09/2011,Not Specified,0.08,9
86824,09/09/2013,Not Specified,0.02,1
86986,12/07/2013,Medium,0.02,6
90203,19/03/2011,Low,0.1,12
91055,10/02/2013,High,0.04,5
90439,12/10/2010,Low,0.06,2
90754,12/03/2012,Not Specified,0.1,6
89919,16/07/2012,Critical,0,16
90242,27/03/2013,High,0.07,6
90238,27/03/2010,High,0.03,7
90238,27/03/2010,High,0.01,2
91532,06/10/2013,Medium,0.1,18
87024,07/02/2013,Medium,0.1,2
87024,07/02/2013,Medium,0.01,9
89054,21/07/2010,Low,0.04,4
90010,04/10/2013,Low,0.04,25
90550,06/05/2013,Critical,0,12
90538,06/05/2010,Critical,0.02,1
91418,12/06/2012,Medium,0.03,10
90457,17/12/2012,Critical,0.07,14
90457,17/12/2012,Critical,0.09,6
90457,17/12/2012,Critical,0.06,21
90990,31/08/2011,High,0.08,17
85923,01/06/2013,Low,0.01,13
86563,03/07/2013,Critical,0.03,17
87644,21/07/2013,Low,0.02,12
89931,07/01/2012,Critical,0.01,8
89080,04/02/2012,Medium,0.09,9
89080,04/02/2012,Medium,0.08,13
89840,30/12/2013,Not Specified,0.06,3
89840,30/12/2013,Not Specified,0.1,18
88442,11/06/2013,Low,0.05,1
90443,31/03/2013,High,0.05,1
86551,04/08/2013,Critical,0.01,21
90943,16/04/2013,High,0.05,6
90030,28/06/2012,Critical,0.06,16
90030,28/06/2012,Critical,0.05,6
91504,20/08/2012,High,0.02,10
90647,05/11/2012,Not Specified,0.09,9
88437,06/06/2011,Low,0.09,15
91287,29/07/2011,High,0.03,14
87125,18/01/2013,Low,0.1,5
87125,18/01/2013,Low,0.07,7
87125,18/01/2013,Low,0.01,5
89123,10/04/2013,Medium,0.02,7
89123,10/04/2013,Medium,0.03,10
88921,02/10/2010,Critical,0,19
91187,14/05/2011,Not Specified,0,6
91187,14/05/2011,Not Specified,0,18
86326,23/11/2013,Not Specified,0.06,39
86631,25/09/2013,Not Specified,0,19
90694,08/11/2013,High,0.04,25
89126,09/02/2013,Not Specified,0.02,1
86553,14/09/2013,Low,0.04,15
86553,14/09/2013,Low,0.01,7
86553,14/09/2013,Low,0.1,2
91153,24/12/2011,High,0.08,1
89468,21/06/2011,High,0.01,13
90903,14/08/2013,High,0.06,14
90903,14/08/2013,High,0.04,2
88334,18/11/2012,Medium,0,25
85872,16/12/2012,High,0.04,21
86729,13/04/2013,High,0.06,1
86729,13/04/2013,High,0.1,9
91347,21/12/2012,High,0.08,25
91114,10/12/2013,High,0.04,9
91114,10/12/2013,High,0,3
91344,09/12/2010,Low,0.05,1
87202,10/03/2013,Medium,0.03,7
89210,23/02/2013,Low,0.09,12
90151,25/03/2013,Not Specified,0.04,3
90146,25/03/2010,Not Specified,0.01,8
90146,25/03/2010,Not Specified,0.03,6
90146,25/03/2010,Not Specified,0.05,12
91519,03/05/2013,Low,0.08,15
89189,12/01/2013,High,0,1
89189,12/01/2013,Critical,0.08,6
87939,25/10/2013,High,0.1,16
87939,25/10/2013,High,0.02,8
88340,11/11/2013,Low,0.07,37
91561,15/10/2012,Medium,0.09,21
90756,24/08/2012,Not Specified,0.03,22
86431,26/10/2013,Low,0.07,20
86995,04/10/2013,Not Specified,0.1,16
86995,04/10/2013,Not Specified,0.07,13
87499,20/06/2012,Medium,0,5
86613,18/03/2012,Low,0.02,4
86613,18/03/2012,Critical,0,14
90740,22/02/2011,Medium,0.02,12
86994,07/08/2013,High,0.08,18
86994,07/08/2013,High,0.1,18
91269,12/11/2013,Medium,0.09,9
86937,09/06/2011,Low,0.03,10
86946,09/06/2013,Low,0.1,4
86240,09/01/2013,Not Specified,0.1,13
86240,09/01/2013,Not Specified,0.05,1
90220,01/12/2011,Medium,0.01,19
90547,10/02/2012,Not Specified,0.07,12
91374,22/06/2012,Medium,0.08,6
86096,17/12/2012,Low,0.01,2
86096,17/12/2012,Low,0.01,4
87150,02/05/2011,High,0.03,11
90294,03/03/2013,Critical,0.04,11
90294,03/03/2013,Critical,0,1
90294,03/03/2013,Critical,0.09,6
88007,06/07/2012,Low,0.01,10
85995,03/08/2012,Critical,0.06,21
85919,14/03/2011,Medium,0.07,4
85919,14/03/2011,Medium,0.06,5
89662,07/11/2012,Critical,0.04,15
89662,07/11/2012,Critical,0.09,39
91256,27/11/2012,Not Specified,0,3
91256,27/11/2012,Not Specified,0.02,29
91256,27/11/2012,Not Specified,0.03,10
91256,27/11/2012,Not Specified,0.1,11
85841,26/03/2013,Medium,0.05,2
85833,26/03/2010,Medium,0.09,7
91234,27/10/2013,High,0.01,5
86872,31/10/2012,High,0.04,18
86872,31/10/2012,High,0.08,7
90549,29/03/2013,Not Specified,0,9
90541,29/03/2011,Not Specified,0.04,12
89088,04/03/2013,Low,0.09,9
87558,17/10/2011,Critical,0.01,22
91380,02/09/2013,Not Specified,0.03,24
91380,02/09/2013,Not Specified,0.09,3
91380,02/09/2013,Not Specified,0.07,1
91376,02/09/2010,Not Specified,0.06,14
88154,08/03/2013,Medium,0.03,3
91480,13/01/2010,Critical,0.06,4
88287,01/01/2013,Low,0.03,12
88287,01/01/2013,Low,0.08,14
91411,01/06/2012,High,0.08,10
91411,01/06/2012,High,0.08,18
91411,01/06/2012,High,0.1,8
91410,09/04/2012,Not Specified,0.03,10
91410,09/04/2012,Not Specified,0.07,11
90052,11/09/2012,Low,0.01,20
89321,19/03/2012,Not Specified,0.02,10
88798,05/09/2010,Not Specified,0.03,15
91120,05/07/2013,Medium,0.02,1
90719,19/02/2012,Medium,0.08,1
90719,19/02/2012,Medium,0.06,4
91317,24/07/2011,Low,0.04,8
91317,24/07/2011,Low,0.09,3
91317,24/07/2011,Low,0.05,13
91317,24/07/2011,Low,0.01,13
90066,11/11/2012,Medium,0.05,11
90066,11/11/2012,Medium,0.01,9
90066,11/11/2012,Medium,0,40
86948,21/12/2013,Not Specified,0.07,7
88166,24/09/2011,Critical,0.04,6
90480,26/05/2010,Low,0.01,13
90480,26/05/2010,Low,0.02,8
89720,28/11/2012,Low,0.02,1
89720,28/11/2012,Low,0.07,3
90950,23/04/2013,Medium,0.09,3
90950,23/04/2013,Medium,0,3
90950,23/04/2013,Medium,0.06,9
86752,06/05/2010,High,0.04,11
89358,06/03/2013,Critical,0.1,1
86380,24/08/2013,Not Specified,0.03,13
86375,24/08/2011,Not Specified,0.01,21
86273,01/09/2012,High,0.04,12
88099,27/02/2013,High,0.05,10
86977,17/05/2012,Low,0.06,2
91330,17/10/2013,High,0.08,6
86123,24/04/2010,High,0.04,3
86123,24/04/2010,High,0.04,3
86131,24/04/2013,High,0.03,7
91586,05/09/2010,Medium,0.03,20
88854,04/09/2012,High,0.04,8
88854,04/09/2012,High,0.1,16
86697,11/01/2013,Not Specified,0.06,1
86426,03/10/2012,Not Specified,0.02,19
86426,03/10/2012,Not Specified,0.06,11
90106,26/01/2012,High,0.05,3
90106,26/01/2012,High,0.05,1
88172,18/12/2013,Low,0.1,6
90437,04/06/2010,High,0.06,4
87961,18/02/2013,Low,0.04,3
87961,18/02/2013,Low,0.1,1
88655,24/06/2013,Medium,0.1,15
88655,24/06/2013,Medium,0,16
87370,14/04/2013,Medium,0.1,6
87370,14/04/2013,Medium,0.08,5
88294,27/11/2013,High,0.03,26
91224,02/08/2013,Critical,0,24
86073,13/01/2013,Not Specified,0.04,9
86073,13/01/2013,Not Specified,0.01,13
86073,13/01/2013,Not Specified,0.07,6
86073,13/01/2013,Not Specified,0.07,5
89301,01/12/2010,Not Specified,0.06,13
88055,27/11/2012,Not Specified,0.01,12
88055,27/11/2012,Not Specified,0.05,1
89540,10/03/2011,Medium,0,5
87835,12/09/2011,Medium,0.03,4
86596,22/11/2011,Not Specified,0.03,9
86323,05/09/2013,Low,0,7
86323,05/09/2013,Low,0.1,19
87343,24/03/2011,Low,0.04,10
87786,03/07/2012,Critical,0.09,2
87786,03/07/2012,Critical,0.09,2
89547,01/11/2012,Not Specified,0.07,33
89547,01/11/2012,Not Specified,0.07,40
87204,13/04/2013,Not Specified,0,8
91325,05/03/2013,Not Specified,0.04,1
91322,05/03/2011,Not Specified,0.07,12
89934,11/12/2011,Critical,0.1,12
89934,11/12/2011,Critical,0.03,6
88535,26/10/2012,Not Specified,0.09,9
87664,30/01/2013,Not Specified,0.08,1
87654,30/01/2011,Not Specified,0.08,3
87972,04/08/2013,Critical,0.01,12
87972,04/08/2013,Critical,0.06,3
89205,26/01/2012,Medium,0.05,5
91197,12/04/2013,Critical,0.01,3
91197,12/04/2013,Critical,0.06,8
90985,12/02/2010,Medium,0.05,9
91457,30/08/2013,Critical,0.06,15
90915,04/11/2013,Not Specified,0.06,21
86497,10/02/2013,Low,0.04,1
90029,21/04/2012,Not Specified,0.02,14
89460,10/08/2012,High,0.07,9
89014,21/05/2013,Low,0.08,2
89014,21/05/2013,Low,0.1,9
86164,29/10/2010,Critical,0.04,22
86164,29/10/2010,Critical,0.01,2
86998,03/10/2011,Not Specified,0.06,8
89822,15/04/2012,High,0.08,1
89800,24/09/2013,Low,0.1,22
90138,05/11/2012,High,0.04,41
90138,05/11/2012,High,0.03,38
87247,02/02/2011,Low,0.1,1
86716,29/06/2013,Not Specified,0.07,2
91500,14/07/2013,Not Specified,0.07,8
88635,04/08/2011,Low,0.06,18
91170,20/12/2012,Medium,0.1,14
91170,20/12/2012,Medium,0.1,3
88480,03/09/2010,Not Specified,0.05,22
87285,05/01/2010,High,0.08,2
91353,21/10/2012,Critical,0.08,15
87408,12/12/2010,High,0.04,17
87423,12/12/2013,High,0.02,20
90185,31/01/2010,Not Specified,0.05,2
90185,31/01/2010,Not Specified,0.04,10
91056,18/09/2013,High,0.09,17
90670,11/04/2012,Critical,0.02,14
90670,11/04/2012,Critical,0.01,7
89169,10/09/2011,Not Specified,0.05,10
