PROD_ID,PROD_NAME,UNIT_PRICE,PROD_CATEGORY,PROD_SUB_CATEGORY,PROD_CONTAINER,PROD_BASE_MARGIN
7930,Fellowes 8 Outlet Superior Workstation Surge Protector w/o Phone/Fax/Modem Protection,33.62,Office Supplies,Appliances,Small Box,0.59
7931,Canon P1-DHIII Palm Printing Calculator,17.98,Technology,Office Machines,Medium Box,0.40
7932,Xerox 20,6.48,Office Supplies,Paper,Small Box,0.37
7933,Staples File Caddy,9.38,Office Supplies,Storage & Organization,Small Box,0.57
7934,"Safco Value Mate Steel Bookcase, Baked Enamel Finish on Steel, Black",70.98,Furniture,Bookcases,Jumbo Box,0.59
7935,Xerox 1881,12.28,Office Supplies,Paper,Small Box,0.38
7936,Xerox 1961,4.98,Office Supplies,Paper,Small Box,0.38
7937,"Tenex Contemporary Contur Chairmats for Low and Medium Pile Carpet, Computer, 39"" x 49""",107.53,Furniture,Office Furnishings,Medium Box,0.65
7938,"Eldon Expressions Punched Metal & Wood Desk Accessories, Black & Cherry",9.38,Furniture,Office Furnishings,Small Box,0.57
7939,Accessory23,35.99,Technology,Telephones and Communication,Small Pack,0.36
7940,"Imation 3.5"" Unformatted DS/HD Diskettes, 10/Box",7.37,Technology,Computer Peripherals,Small Pack,0.69
7941,Xerox 1968,6.68,Office Supplies,Paper,Small Box,0.37
7942,Belkin 105-Key Black Keyboard,19.98,Technology,Computer Peripherals,Small Box,0.68
7943,Martin Yale Chadless Opener Electric Letter Opener,832.81,Office Supplies,"Scissors, Rulers and Trimmers",Medium Box,0.83
7944,Aluminum Document Frame,12.22,Furniture,Office Furnishings,Small Pack,0.55
7945,Xerox 1981,5.28,Office Supplies,Paper,Small Box,0.40
7946,Xerox 188,11.34,Office Supplies,Paper,Small Box,0.36
7947,"Holmes Replacement Filter for HEPA Air Cleaner, Very Large Room, HEPA Filter",68.81,Office Supplies,Appliances,Jumbo Drum,0.41
7948,"Array® Parchment Paper, Assorted Colors",7.28,Office Supplies,Paper,Small Box,0.37
7949,Fluorescent Highlighters by Dixon,3.98,Office Supplies,Pens & Art Supplies,Wrap Bag,0.51
7950,Polycom ViewStation™ Adapter H323 Videoconferencing Unit,1938.02,Technology,Office Machines,Medium Box,0.38
7951,Sensible Storage WireTech Storage Systems,70.98,Office Supplies,Storage & Organization,Large Box,0.80
7952,US Robotics 56K V.92 Internal PCI Faxmodem,49.99,Technology,Computer Peripherals,Small Box,0.45
7953,Panasonic KX-P3626 Dot Matrix Printer,517.48,Technology,Office Machines,Jumbo Box,0.59
7954,"Deflect-o EconoMat Studded, No Bevel Mat for Low Pile Carpeting",41.32,Furniture,Office Furnishings,Medium Box,0.76
7955,Ibico Covers for Plastic or Wire Binding Elements,11.5,Office Supplies,Binders and Binder Accessories,Small Box,0.40
7956,Lumber Crayons,9.85,Office Supplies,Pens & Art Supplies,Wrap Bag,0.47
7957,Newell 336,4.28,Office Supplies,Pens & Art Supplies,Wrap Bag,0.56
7958,"Memorex Slim 80 Minute CD-R, 10/Pack",9.78,Technology,Computer Peripherals,Small Pack,0.43
7959,Acco® Hot Clips™ Clips to Go,3.29,Office Supplies,Rubber Bands,Wrap Bag,0.40
7960,"Rediform Wirebound ""Phone Memo"" Message Book, 11 x 5-3/4",7.64,Office Supplies,Paper,Wrap Bag,0.36
7961,Canon S750 Color Inkjet Printer,120.97,Technology,Office Machines,Jumbo Drum,0.38
7962,"Imation 3.5"" Unformatted DS/HD Diskettes, 10/Box",7.37,Technology,Computer Peripherals,Small Pack,0.69
7963,XtraLife® ClearVue™ Slant-D® Ring Binders by Cardinal,7.84,Office Supplies,Binders and Binder Accessories,Small Box,0.35
7964,"Memorex Slim 80 Minute CD-R, 10/Pack",9.78,Technology,Computer Peripherals,Small Pack,0.43
7965,DIXON Oriole® Pencils,2.58,Office Supplies,Pens & Art Supplies,Wrap Bag,0.59
7966,Colored Envelopes,3.69,Office Supplies,Envelopes,Small Box,0.39
7967,"Westinghouse Floor Lamp with Metal Mesh Shade, Black",26.38,Furniture,Office Furnishings,Jumbo Drum,0.62
7968,"Fellowes Personal Hanging Folder Files, Navy",13.43,Office Supplies,Storage & Organization,Small Box,0.57
7969,"Wilson Jones Elliptical Ring 3 1/2"" Capacity Binders, 800 sheets",42.8,Office Supplies,Binders and Binder Accessories,Small Box,0.36
7970,Xerox 1940,54.96,Office Supplies,Paper,Small Box,0.36
7971,Hon Comfortask® Task/Swivel Chairs,113.98,Furniture,Chairs & Chairmats,Jumbo Drum,0.69
7972,Bush Mission Pointe Library,150.98,Furniture,Bookcases,Jumbo Box,0.65
7973,TimeportP7382,205.99,Technology,Telephones and Communication,Small Box,0.56
7974,Belkin 6 Outlet Metallic Surge Strip,10.89,Office Supplies,Appliances,Small Box,0.59
7975,"Memorex 4.7GB DVD+RW, 3/Pack",28.48,Technology,Computer Peripherals,Small Pack,0.40
7976,Avery Durable Binders,2.88,Office Supplies,Binders and Binder Accessories,Small Box,0.36
7977,Micro Innovations 104 Keyboard,10.97,Technology,Computer Peripherals,Small Box,0.64
7978,Acme® Preferred Stainless Steel Scissors,5.68,Office Supplies,"Scissors, Rulers and Trimmers",Small Pack,0.56
7979,Rubber Band Ball,3.74,Office Supplies,Rubber Bands,Wrap Bag,0.83
7980,Office Star - Professional Matrix Back Chair with 2-to-1 Synchro Tilt and Mesh Fabric Seat,350.98,Furniture,Chairs & Chairmats,Jumbo Drum,0.61
7981,Tripp Lite Isotel 6 Outlet Surge Protector with Fax/Modem Protection,60.97,Office Supplies,Appliances,Small Box,0.56
7982,Coloredge Poster Frame,14.2,Furniture,Office Furnishings,Wrap Bag,0.46
7983,8890,115.99,Technology,Telephones and Communication,Small Box,0.58
7984,Computer Printout Paper with Letter-Trim Perforations,18.97,Office Supplies,Paper,Small Box,0.37
7985,TI 36X Solar Scientific Calculator,23.99,Technology,Office Machines,Medium Box,0.38
7986,Prang Colored Pencils,2.94,Office Supplies,Pens & Art Supplies,Wrap Bag,0.40
7987,Staples Standard Envelopes,5.68,Office Supplies,Envelopes,Small Box,0.38
7988,Bretford CR4500 Series Slim Rectangular Table,348.21,Furniture,Tables,Jumbo Box,0.66
7989,Fiskars® Softgrip Scissors,10.98,Office Supplies,"Scissors, Rulers and Trimmers",Small Pack,0.57
7990,"#10-4 1/8"" x 9 1/2"" Premium Diagonal Seam Envelopes",15.74,Office Supplies,Envelopes,Small Box,0.40
7991,Canon MP100DHII Printing Calculator,140.99,Technology,Office Machines,Medium Box,0.37
7992,Xerox 220,6.48,Office Supplies,Paper,Small Box,0.37
7993,Staples 6 Outlet Surge,11.97,Office Supplies,Appliances,Small Box,0.58
7994,Xerox 217,6.48,Office Supplies,Paper,Small Box,0.37
7995,Hon 2090 “Pillow Soft” Series Mid Back Swivel/Tilt Chairs,280.98,Furniture,Chairs & Chairmats,Jumbo Drum,0.78
7996,Fiskars® Softgrip Scissors,10.98,Office Supplies,"Scissors, Rulers and Trimmers",Small Pack,0.57
7997,Bretford Rectangular Conference Table Tops,376.13,Furniture,Tables,Jumbo Box,0.74
7998,T28 WORLD,195.99,Technology,Telephones and Communication,Small Box,0.60
7999,3390,65.99,Technology,Telephones and Communication,Small Box,0.57
8000,Xerox 21,6.48,Office Supplies,Paper,Small Box,0.37
8001,"Boston School Pro Electric Pencil Sharpener, 1670",30.98,Office Supplies,Pens & Art Supplies,Small Pack,0.58
8002,GBC DocuBind 300 Electric Binding Machine,525.98,Office Supplies,Binders and Binder Accessories,Small Box,0.37
8003,Eldon® Gobal File Keepers,15.14,Office Supplies,Storage & Organization,Small Box,0.81
8004,Avery 520,3.15,Office Supplies,Labels,Small Box,0.37
8005,Ibico Covers for Plastic or Wire Binding Elements,11.5,Office Supplies,Binders and Binder Accessories,Small Box,0.40
8006,"Premium Writing Pencils, Soft, #2 by Central Association for the Blind",2.98,Office Supplies,Pens & Art Supplies,Wrap Bag,0.57
8007,Avery 508,4.91,Office Supplies,Labels,Small Box,0.36
8008,Avery Hanging File Binders,5.98,Office Supplies,Binders and Binder Accessories,Small Box,0.39
8009,Hoover Portapower™ Portable Vacuum,4.48,Office Supplies,Appliances,Large Box,0.60
8010,Panasonic KX-P1150 Dot Matrix Printer,145.45,Technology,Office Machines,Jumbo Drum,0.56
8011,Recycled Eldon Regeneration Jumbo File,12.28,Office Supplies,Storage & Organization,Small Box,0.57
8012,Storex DuraTech Recycled Plastic Frosted Binders,4.24,Office Supplies,Binders and Binder Accessories,Small Box,0.35
8013,Eldon Pizzaz™ Desk Accessories,2.23,Furniture,Office Furnishings,Small Pack,0.41
8014,Newell 346,2.88,Office Supplies,Pens & Art Supplies,Wrap Bag,0.56
8015,Cardinal Holdit Business Card Pockets,4.98,Office Supplies,Binders and Binder Accessories,Small Box,0.37
8016,"Master Giant Foot® Doorstop, Safety Yellow",7.59,Furniture,Office Furnishings,Wrap Bag,0.42
8017,Stockwell Push Pins,2.18,Office Supplies,Rubber Bands,Wrap Bag,0.52
8018,"Tenex Contemporary Contur Chairmats for Low and Medium Pile Carpet, Computer, 39"" x 49""",107.53,Furniture,Office Furnishings,Medium Box,0.65
8019,Logitech Access Keyboard,15.98,Technology,Computer Peripherals,Small Box,0.48
8020,Xerox 21,6.48,Office Supplies,Paper,Small Box,0.37
8021,Talkabout T8367,65.99,Technology,Telephones and Communication,Small Box,0.56
8022,Durable Pressboard Binders,3.8,Office Supplies,Binders and Binder Accessories,Small Box,0.38
8023,Xerox 212,6.48,Office Supplies,Paper,Small Box,0.37
8024,SANFORD Liquid Accent™ Tank-Style Highlighters,2.84,Office Supplies,Pens & Art Supplies,Wrap Bag,0.54
8025,Accessory21,20.99,Technology,Telephones and Communication,Wrap Bag,0.37
8026,"Sauder Camden County Collection Libraries, Planked Cherry Finish",114.98,Furniture,Bookcases,Jumbo Box,0.76
8027,Bush Advantage Collection® Round Conference Table,212.6,Furniture,Tables,Jumbo Box,0.64
8028,Office Impressions Heavy Duty Welded Shelving & Multimedia Storage Drawers,167.27,Office Supplies,Storage & Organization,Large Box,0.85
8029,Bretford CR8500 Series Meeting Room Furniture,400.98,Furniture,Tables,Jumbo Box,0.71
8030,ELITE Series,205.99,Technology,Telephones and Communication,Small Box,0.58
8031,Gyration Ultra Professional Cordless Optical Suite,300.97,Technology,Computer Peripherals,Small Box,0.48
8032,Okidata ML390 Turbo Dot Matrix Printers,442.14,Technology,Office Machines,Jumbo Drum,0.56
8033,Accessory34,85.99,Technology,Telephones and Communication,Wrap Bag,0.55
8034,Panasonic KP-350BK Electric Pencil Sharpener with Auto Stop,34.58,Office Supplies,Pens & Art Supplies,Small Pack,0.56
8035,Fellowes Officeware™ Wire Shelving,89.83,Office Supplies,Storage & Organization,Large Box,0.83
8036,DIXON Oriole® Pencils,2.58,Office Supplies,Pens & Art Supplies,Wrap Bag,0.59
8037,"Acme Design Line 8"" Stainless Steel Bent Scissors w/Champagne Handles, 3-1/8"" Cut",6.84,Office Supplies,"Scissors, Rulers and Trimmers",Small Pack,0.58
8038,Avery Durable Poly Binders,5.53,Office Supplies,Binders and Binder Accessories,Small Box,0.39
8039,Eldon Econocleat® Chair Mats for Low Pile Carpets,41.47,Furniture,Office Furnishings,Wrap Bag,0.73
8040,"Eldon Expressions™ Desk Accessory, Wood Photo Frame, Mahogany",19.04,Furniture,Office Furnishings,Small Box,0.56
8041,AT&T 2230 Dual Handset Phone With Caller ID/Call Waiting,99.99,Technology,Office Machines,Small Box,0.52
8042,Fellowes Bases and Tops For Staxonsteel®/High-Stak® Systems,33.29,Office Supplies,Storage & Organization,Small Box,0.61
8043,3M Organizer Strips,5.4,Office Supplies,Binders and Binder Accessories,Small Box,0.37
8044,Xerox 1986,6.68,Office Supplies,Paper,Small Box,0.37
8045,"Hon Metal Bookcases, Black",70.98,Furniture,Bookcases,Jumbo Box,0.60
8046,Hewlett-Packard Deskjet 1220Cse Color Inkjet Printer,400.97,Technology,Office Machines,Jumbo Box,0.36
8047,Acco® Hot Clips™ Clips to Go,3.29,Office Supplies,Rubber Bands,Wrap Bag,0.40
8048,Avery 498,2.89,Office Supplies,Labels,Small Box,0.38
8049,Anderson Hickey Conga Table Tops & Accessories,15.23,Furniture,Tables,Jumbo Box,0.76
8050,GBC VeloBinder Electric Binding Machine,120.98,Office Supplies,Binders and Binder Accessories,Small Box,0.35
8051,Flat Face Poster Frame,18.84,Furniture,Office Furnishings,Wrap Bag,0.43
8052,"Howard Miller 13"" Diameter Goldtone Round Wall Clock",46.94,Furniture,Office Furnishings,Small Box,0.44
8053,6340,85.99,Technology,Telephones and Communication,Small Box,0.58
8054,Jet-Pak Recycled Peel 'N' Seal Padded Mailers,35.89,Office Supplies,Envelopes,Small Box,0.40
8055,Personal Creations™ Ink Jet Cards and Labels,11.48,Office Supplies,Paper,Small Box,0.36
8056,Polycom ViewStation™ Adapter H323 Videoconferencing Unit,1938.02,Technology,Office Machines,Medium Box,0.38
8057,Global Deluxe High-Back Office Chair in Storm,135.99,Furniture,Chairs & Chairmats,Jumbo Drum,0.76
8058,Staples Brown Kraft Recycled Clasp Envelopes,5.58,Office Supplies,Envelopes,Small Box,0.35
8059,Avery Hole Reinforcements,6.23,Office Supplies,Binders and Binder Accessories,Small Box,0.36
8060,"Eaton Premium Continuous-Feed Paper, 25% Cotton, Letter Size, White, 1000 Shts/Box",55.48,Office Supplies,Paper,Small Box,0.37
8061,"Iris® 3-Drawer Stacking Bin, Black",20.89,Office Supplies,Storage & Organization,Small Box,0.83
8062,Avery 510,3.75,Office Supplies,Labels,Small Box,0.37
8063,"Super Bands, 12/Pack",1.86,Office Supplies,Rubber Bands,Wrap Bag,0.82
8064,TimeportP7382,205.99,Technology,Telephones and Communication,Small Box,0.56
8065,Xerox 210,6.48,Office Supplies,Paper,Small Box,0.37
8066,Polycom ViewStation™ Adapter H323 Videoconferencing Unit,1938.02,Technology,Office Machines,Medium Box,0.38
8067,Xerox 226,6.48,Office Supplies,Paper,Small Box,0.37
8068,Newell 309,11.55,Office Supplies,Pens & Art Supplies,Wrap Bag,0.55
8069,Premium Transparent Presentation Covers by GBC,20.98,Office Supplies,Binders and Binder Accessories,Small Box,0.37
8070,"Barricks 18"" x 48"" Non-Folding Utility Table with Bottom Storage Shelf",100.8,Furniture,Tables,Jumbo Drum,0.59
8071,"Blue String-Tie & Button Interoffice Envelopes, 10 x 13",39.98,Office Supplies,Envelopes,Small Box,0.40
8072,Anderson Hickey Conga Table Tops & Accessories,15.23,Furniture,Tables,Jumbo Box,0.76
8073,GBC DocuBind P50 Personal Binding Machine,63.98,Office Supplies,Binders and Binder Accessories,Small Box,0.38
8074,"Maxell Pro 80 Minute CD-R, 10/Pack",17.48,Technology,Computer Peripherals,Small Pack,0.45
8075,Xerox 1940,54.96,Office Supplies,Paper,Small Box,0.36
8076,Avery 508,4.91,Office Supplies,Labels,Small Box,0.36
8077,Eldon Shelf Savers™ Cubes and Bins,6.98,Office Supplies,Storage & Organization,Small Box,0.83
8078,Belkin F9M820V08 8 Outlet Surge,42.98,Office Supplies,Appliances,Small Box,0.56
8079,"Global Leather Task Chair, Black",89.99,Furniture,Chairs & Chairmats,Jumbo Drum,0.66
8080,"Fellowes Basic 104-Key Keyboard, Platinum",20.95,Technology,Computer Peripherals,Small Box,0.60
8081,Avery Binding System Hidden Tab™ Executive Style Index Sets,5.77,Office Supplies,Binders and Binder Accessories,Small Box,0.35
8082,Wilson Jones Suede Grain Vinyl Binders,2.78,Office Supplies,Binders and Binder Accessories,Small Box,0.36
8083,Epson DFX-8500 Dot Matrix Printer,2550.14,Technology,Office Machines,Jumbo Drum,0.57
8084,Sharp EL500L Fraction Calculator,13.99,Technology,Office Machines,Medium Box,0.39
8085,Storex DuraTech Recycled Plastic Frosted Binders,4.24,Office Supplies,Binders and Binder Accessories,Small Box,0.35
8086,Fellowes Super Stor/Drawer® Files,161.55,Office Supplies,Storage & Organization,Small Box,0.66
8087,GBC VeloBinder Electric Binding Machine,120.98,Office Supplies,Binders and Binder Accessories,Small Box,0.35
8088,"Adams Phone Message Book, Professional, 400 Message Capacity, 5 3/6” x 11”",6.98,Office Supplies,Paper,Wrap Bag,0.38
8089,"Wilson Jones Hanging View Binder, White, 1""",7.1,Office Supplies,Binders and Binder Accessories,Small Box,0.39
8090,"24 Capacity Maxi Data Binder Racks, Pearl",210.55,Office Supplies,Storage & Organization,Small Box,0.60
8091,"Lesro Round Back Collection Coffee Table, End Table",182.55,Furniture,Tables,Large Box,0.72
8092,Fellowes Recycled Storage Drawers,111.03,Office Supplies,Storage & Organization,Small Box,0.78
8093,Global Commerce™ Series High-Back Swivel/Tilt Chairs,284.98,Furniture,Chairs & Chairmats,Jumbo Drum,0.60
8094,Xerox 194,55.48,Office Supplies,Paper,Small Box,0.37
8095,Panasonic KX-P1150 Dot Matrix Printer,145.45,Technology,Office Machines,Jumbo Drum,0.56
8096,"Acco Recycled 2"" Capacity Laser Printer Hanging Data Binders",14.45,Office Supplies,Binders and Binder Accessories,Small Box,0.38
8097,Tennsco Industrial Shelving,48.91,Office Supplies,Storage & Organization,Large Box,0.83
8098,GBC DocuBind TL200 Manual Binding Machine,223.98,Office Supplies,Binders and Binder Accessories,Small Box,0.38
8099,Canon P1-DHIII Palm Printing Calculator,17.98,Technology,Office Machines,Medium Box,0.40
8100,Boston KS Multi-Size Manual Pencil Sharpener,22.99,Office Supplies,Pens & Art Supplies,Small Pack,0.57
8101,Hon GuestStacker Chair,226.67,Furniture,Chairs & Chairmats,Jumbo Drum,0.59
8102,Avanti 1.7 Cu. Ft. Refrigerator,100.98,Office Supplies,Appliances,Jumbo Drum,0.57
8103,"Wirebound Message Book, 4 per Page",5.43,Office Supplies,Paper,Wrap Bag,0.36
8104,Staples Paper Clips,2.47,Office Supplies,Rubber Bands,Wrap Bag,0.38
8105,TI 36X Solar Scientific Calculator,23.99,Technology,Office Machines,Medium Box,0.38
8106,iDEN i95,65.99,Technology,Telephones and Communication,Small Box,0.59
8107,Large Capacity Hanging Post Binders,24.95,Office Supplies,Binders and Binder Accessories,Small Box,0.39
8108,EcoTones® Memo Sheets,4,Office Supplies,Paper,Wrap Bag,0.37
8109,Space Solutions Commercial Steel Shelving,64.65,Office Supplies,Storage & Organization,Large Box,0.80
8110,Anderson Hickey Conga Table Tops & Accessories,15.23,Furniture,Tables,Jumbo Box,0.76
8111,"24 Capacity Maxi Data Binder Racks, Pearl",210.55,Office Supplies,Storage & Organization,Small Box,0.60
8112,Timeport L7089,125.99,Technology,Telephones and Communication,Small Box,0.58
8113,Fellowes PB300 Plastic Comb Binding Machine,387.99,Office Supplies,Binders and Binder Accessories,Small Box,0.38
8114,Brown Kraft Recycled Envelopes,16.98,Office Supplies,Envelopes,Small Box,0.35
8115,Staples 4 Outlet Surge Protector,8.67,Office Supplies,Appliances,Small Box,0.58
8116,Novimex Turbo Task Chair,70.98,Furniture,Chairs & Chairmats,Jumbo Drum,0.73
8117,"Binney & Smith Crayola® Metallic Colored Pencils, 8-Color Set",4.63,Office Supplies,Pens & Art Supplies,Wrap Bag,0.52
8118,6120,65.99,Technology,Telephones and Communication,Small Box,0.58
8119,Avery 507,2.88,Office Supplies,Labels,Small Box,0.39
8120,"Rush Hierlooms Collection 1"" Thick Stackable Bookcases",170.98,Furniture,Bookcases,Jumbo Box,0.66
8121,Canon PC1080F Personal Copier,599.99,Technology,Copiers and Fax,Large Box,0.50
8122,"Eureka Sanitaire ® Multi-Pro Heavy-Duty Upright, Disposable Bags",4.37,Office Supplies,Appliances,Small Box,0.59
8123,Global Troy™ Executive Leather Low-Back Tilter,500.98,Furniture,Chairs & Chairmats,Jumbo Drum,0.60
8124,"DAX Copper Panel Document Frame, 5 x 7 Size",12.58,Furniture,Office Furnishings,Small Box,0.43
8125,Deflect-O® Glasstique™ Clear Desk Accessories,7.7,Furniture,Office Furnishings,Wrap Bag,0.52
8126,GBC Plastic Binding Combs,7.38,Office Supplies,Binders and Binder Accessories,Small Box,0.36
8127,"""While you Were Out"" Message Book, One Form per Page",3.71,Office Supplies,Paper,Wrap Bag,0.35
8128,"Iceberg OfficeWorks 42"" Round Tables",150.98,Furniture,Tables,Jumbo Box,0.70
8129,Euro Pro Shark Stick Mini Vacuum,60.98,Office Supplies,Appliances,Large Box,0.59
8130,"Acme® 8"" Straight Scissors",12.98,Office Supplies,"Scissors, Rulers and Trimmers",Small Pack,0.60
8131,GBC Imprintable Covers,10.98,Office Supplies,Binders and Binder Accessories,Small Box,0.36
8132,Bevis 36 x 72 Conference Tables,124.49,Furniture,Tables,Jumbo Box,0.63
8133,Ibico Hi-Tech Manual Binding System,304.99,Office Supplies,Binders and Binder Accessories,Small Box,0.40
8134,Office Star Flex Back Scooter Chair with White Frame,110.98,Furniture,Chairs & Chairmats,Jumbo Drum,0.71
8135,R280,155.99,Technology,Telephones and Communication,Small Box,0.55
8136,"Global Leather Highback Executive Chair with Pneumatic Height Adjustment, Black",200.98,Furniture,Chairs & Chairmats,Jumbo Drum,0.58
8137,Avery 491,4.13,Office Supplies,Labels,Small Box,0.39
8138,Bell Sonecor JB700 Caller ID,7.99,Technology,Telephones and Communication,Medium Box,0.60
8139,"Micro Innovations Micro 3000 Keyboard, Black",26.31,Technology,Computer Peripherals,Small Box,0.75
8140,Self-Adhesive Address Labels for Typewriters by Universal,7.31,Office Supplies,Labels,Small Box,0.38
8141,HP Office Paper (20Lb. and 87 Bright),6.68,Office Supplies,Paper,Small Box,0.37
8142,Talkabout T8367,65.99,Technology,Telephones and Communication,Small Box,0.56
8143,PC Concepts 116 Key Quantum 3000 Keyboard,32.98,Technology,Computer Peripherals,Small Box,0.75
8144,Epson C82 Color Inkjet Printer,119.99,Technology,Office Machines,Jumbo Drum,0.36
8145,Fellowes PB300 Plastic Comb Binding Machine,387.99,Office Supplies,Binders and Binder Accessories,Small Box,0.38
8146,"DAX Value U-Channel Document Frames, Easel Back",4.97,Furniture,Office Furnishings,Medium Box,0.54
8147,Staples 6 Outlet Surge,11.97,Office Supplies,Appliances,Small Box,0.58
8148,Lock-Up Easel 'Spel-Binder',28.53,Office Supplies,Binders and Binder Accessories,Small Box,0.38
8149,"Memorex 4.7GB DVD+R, 3/Pack",15.28,Technology,Computer Peripherals,Small Pack,0.42
8150,TimeportP7382,205.99,Technology,Telephones and Communication,Small Box,0.56
8151,SAFCO Arco Folding Chair,276.2,Furniture,Chairs & Chairmats,Large Box,0.58
8152,"Imation Neon Mac Format Diskettes, 10/Pack",8.12,Technology,Computer Peripherals,Small Pack,0.77
8153,Logitech Cordless Elite Duo,100.98,Technology,Computer Peripherals,Small Box,0.40
8154,Xerox 1996,6.48,Office Supplies,Paper,Small Box,0.37
8155,"Wilson Jones Ledger-Size, Piano-Hinge Binder, 2"", Blue",40.98,Office Supplies,Binders and Binder Accessories,Small Box,0.37
8156,Bretford “Just In Time” Height-Adjustable Multi-Task Work Tables,417.4,Furniture,Tables,Jumbo Box,0.79
8157,GBC Plastic Binding Combs,7.38,Office Supplies,Binders and Binder Accessories,Small Box,0.36
8158,Cardinal Holdit Business Card Pockets,4.98,Office Supplies,Binders and Binder Accessories,Small Box,0.37
8159,"Hewlett-Packard cp1700 [D, PS] Series Color Inkjet Printers",500.98,Technology,Office Machines,Jumbo Drum,0.38
8160,Fiskars® Softgrip Scissors,10.98,Office Supplies,"Scissors, Rulers and Trimmers",Small Pack,0.57
8161,Acme® Box Cutter Scissors,10.23,Office Supplies,"Scissors, Rulers and Trimmers",Small Pack,0.59
8162,Office Star - Ergonomic Mid Back Chair with 2-Way Adjustable Arms,180.98,Furniture,Chairs & Chairmats,Jumbo Drum,0.69
8163,A1228,195.99,Technology,Telephones and Communication,Small Box,0.58
8164,"Memorex 80 Minute CD-R Spindle, 100/Pack",43.98,Technology,Computer Peripherals,Small Pack,0.44
8165,Accessory13,35.99,Technology,Telephones and Communication,Small Pack,0.57
8166,Stockwell Push Pins,2.18,Office Supplies,Rubber Bands,Wrap Bag,0.52
8167,StarTAC 6500,125.99,Technology,Telephones and Communication,Small Box,0.59
8168,Novimex Fabric Task Chair,60.98,Furniture,Chairs & Chairmats,Jumbo Drum,0.70
8169,"Tenex Personal Project File with Scoop Front Design, Black",13.48,Office Supplies,Storage & Organization,Small Box,0.59
8170,Computer Printout Paper with Letter-Trim Perforations,18.97,Office Supplies,Paper,Small Box,0.37
8171,"24 Capacity Maxi Data Binder Racks, Pearl",210.55,Office Supplies,Storage & Organization,Small Box,0.60
8172,CF 688,155.99,Technology,Telephones and Communication,Small Box,0.58
8173,Avery 510,3.75,Office Supplies,Labels,Small Box,0.37
8174,Carina Double Wide Media Storage Towers in Natural & Black,80.98,Office Supplies,Storage & Organization,Large Box,0.81
8175,"Tenex Personal Filing Tote With Secure Closure Lid, Black/Frost",15.51,Office Supplies,Storage & Organization,Small Box,0.60
8176,Martin-Yale Premier Letter Opener,12.88,Office Supplies,"Scissors, Rulers and Trimmers",Wrap Bag,0.82
8177,"Eldon® Image Series Desk Accessories, Burgundy",4.18,Furniture,Office Furnishings,Small Box,0.49
8178,T39m,155.99,Technology,Telephones and Communication,Small Box,0.55
8179,252,65.99,Technology,Telephones and Communication,Small Box,0.55
8180,#6 3/4 Gummed Flap White Envelopes,9.9,Office Supplies,Envelopes,Small Box,0.37
8181,"Global Deluxe Stacking Chair, Gray",50.98,Furniture,Chairs & Chairmats,Jumbo Drum,0.56
8182,Avery Hi-Liter® Smear-Safe Highlighters,5.84,Office Supplies,Pens & Art Supplies,Wrap Bag,0.49
8183,Regeneration Desk Collection,1.76,Furniture,Office Furnishings,Small Box,0.41
8184,Eldon Econocleat® Chair Mats for Low Pile Carpets,41.47,Furniture,Office Furnishings,Wrap Bag,0.73
8185,Fellowes Super Stor/Drawer® Files,161.55,Office Supplies,Storage & Organization,Small Box,0.66
8186,"3M Polarizing Task Lamp with Clamp Arm, Light Gray",136.98,Furniture,Office Furnishings,Large Box,0.59
8187,"Advantus Employee of the Month Certificate Frame, 11 x 13-1/2",30.93,Furniture,Office Furnishings,Small Pack,0.44
8188,Accessory17,35.99,Technology,Telephones and Communication,Wrap Bag,0.82
8189,Trimflex™ Flexible Post Binders,21.38,Office Supplies,Binders and Binder Accessories,Small Box,0.37
8190,EcoTones® Memo Sheets,4,Office Supplies,Paper,Wrap Bag,0.37
8191,252,65.99,Technology,Telephones and Communication,Small Box,0.55
8192,"Eureka Sanitaire ® Multi-Pro Heavy-Duty Upright, Disposable Bags",4.37,Office Supplies,Appliances,Small Box,0.59
8193,"Verbatim DVD-RAM, 9.4GB, Rewritable, Type 1, DS, DataLife Plus",45.19,Technology,Computer Peripherals,Small Pack,0.55
8194,"3M Polarizing Task Lamp with Clamp Arm, Light Gray",136.98,Furniture,Office Furnishings,Large Box,0.59
8195,"3M Polarizing Task Lamp with Clamp Arm, Light Gray",136.98,Furniture,Office Furnishings,Large Box,0.59
8196,"Avery Flip-Chart Easel Binder, Black",22.38,Office Supplies,Binders and Binder Accessories,Small Box,0.38
8197,Fellowes 8 Outlet Superior Workstation Surge Protector,41.71,Office Supplies,Appliances,Small Box,0.56
8198,Canon PC1060 Personal Laser Copier,699.99,Technology,Copiers and Fax,Large Box,0.41
8199,Nu-Form 106-Key Ergonomic Keyboard w/ Touchpad,53.98,Technology,Computer Peripherals,Small Box,0.62
8200,GBC Plastic Binding Combs,7.38,Office Supplies,Binders and Binder Accessories,Small Box,0.36
8201,HP Office Recycled Paper (20Lb. and 87 Bright),5.78,Office Supplies,Paper,Small Box,0.36
8202,Xerox 4200 Series MultiUse Premium Copy Paper (20Lb. and 84 Bright),5.28,Office Supplies,Paper,Small Box,0.40
8203,Chromcraft Bull-Nose Wood Oval Conference Tables & Bases,550.98,Furniture,Tables,Jumbo Box,0.71
