Sales,State or Province,City
357.86,New Jersey,Millville
56.29,Illinois,Melrose Park
293.94,Georgia,Martinez
834.1,Georgia,Woodstock
51.19,Georgia,Woodstock
5.79,Georgia,Woodstock
74.61,Maryland,Olney
61.6,Illinois,Elgin
77.21,North Carolina,Monroe
563.35,Illinois,Collinsville
210.79,Texas,Mcallen
994.51,Texas,Mesquite
176.87,New York,Depew
3.88,New York,West Babylon
406.3,Utah,Kaysville
1988.06,Washington,Lynnwood
36.4,Washington,Lynnwood
1608.11,New Mexico,Hobbs
1136.43,New Mexico,Hobbs
3356.02,Massachusetts,Groton
4.44,Connecticut,Hartford
351.93,Maine,Westbrook
648.43,Illinois,Saint Charles
551.44,Illinois,Collinsville
903.23,Maryland,Silver Spring
51.41,Pennsylvania,State College
3902.09,Maryland,Gaithersburg
14.18,Maryland,Gaithersburg
6269.79,South Carolina,North Charleston
124.81,Illinois,Moline
7.79,Texas,Corpus Christi
34.84,Texas,Corpus Christi
339.34,Texas,Corpus Christi
3360.74,Illinois,Saint Charles
852.12,California,Goleta
480.26,Arkansas,Little Rock
18.75,Texas,Seguin
188.51,Texas,Seguin
31.18,Texas,Sherman
386.28,Missouri,Hazelwood
11766.51,Arizona,Yuma
12.55,Connecticut,Willimantic
782.07,Maryland,Clinton
283.22,Maryland,Clinton
215.02,Maryland,Clinton
74.02,Maryland,College Park
431.45,Maryland,College Park
48.53,Louisiana,Kenner
25.57,Louisiana,Kenner
551.35,Louisiana,Kenner
1834.14,California,Laguna Hills
94.52,Kansas,Overland Park
206.1,Maryland,Potomac
117.91,Maryland,Potomac
44.47,New Jersey,Maple Shade
15.19,Florida,Pensacola
15.37,Louisiana,New Iberia
169.31,South Carolina,Anderson
845.63,Ohio,Akron
10.24,Vermont,Bennington
1537.88,Maine,Waterville
1689.24,Ohio,Wooster
45.28,Mississippi,Meridian
13.57,Mississippi,Meridian
586.55,Georgia,Macon
25.31,Georgia,Macon
7.08,Tennessee,La Vergne
341.74,Tennessee,La Vergne
175.65,Tennessee,La Vergne
924.8,California,Beverly Hills
492.62,Oregon,Eugene
17.21,Pennsylvania,York
2093.97,New York,East Massapequa
1157.56,New York,East Massapequa
222.5,New York,East Massapequa
1055.05,New York,East Massapequa
102.87,Virginia,Hampton
4.97,Virginia,Hampton
231.23,Vermont,Colchester
1939.25,New York,Mount Vernon
121.52,Illinois,Quincy
218.43,Illinois,Rock Island
165.56,Florida,Plant City
27.18,Missouri,Saint Peters
116.93,Massachusetts,Woburn
54.2,California,Morgan Hill
55.18,California,Morgan Hill
238.35,California,Oceanside
455.05,California,Oceanside
1351.62,California,Oceanside
444.34,California,Ontario
6.97,California,Laguna Hills
56.65,Ohio,Medina
191.1,Texas,Houston
1362.66,Texas,Houston
363.82,Texas,Houston
1397.5,Texas,Houston
1333.58,Texas,Houston
145.01,New York,Deer Park
153.98,Florida,Margate
1224.54,Florida,Margate
936.28,Florida,Ormond Beach
497.42,New York,Utica
192.33,Nevada,Las Vegas
139.49,Idaho,Post Falls
2755.79,Idaho,Post Falls
1952.43,Idaho,Rexburg
175.65,Mississippi,Columbus
485.05,New York,Utica
429.3,New York,Valley Stream
178.6,Connecticut,Bristol
32.12,California,South Lake Tahoe
42.52,Maine,Augusta
63.27,California,Hemet
174.94,California,Hemet
268.16,Connecticut,Wallingford
83.72,Arkansas,Little Rock
74.81,Arkansas,Little Rock
170.46,California,Pasadena
314.3,Idaho,Idaho Falls
112.72,Minnesota,Edina
1549.86,New Jersey,Newark
68.79,New York,Tonawanda
321.37,Indiana,Bloomington
663.01,Indiana,Bloomington
119.84,Florida,Riverview
74.12,Florida,Riverview
582.57,New Jersey,Newark
34.41,California,Montebello
157.27,California,Montebello
29.12,Illinois,Chicago
290.78,Illinois,Chicago
5.06,Michigan,Walker
3129.76,California,Napa
21.27,California,Napa
46.58,California,Chula Vista
283.44,Maryland,Camp Springs
132.43,Iowa,Bettendorf
833.23,Virginia,Burke
326.89,Maryland,Dundalk
28.46,Arkansas,Texarkana
1029.34,Texas,Allen
178.84,Colorado,Englewood
12.67,Kansas,Dodge City
86.93,Florida,Miami
472.7,New York,Rye
66.66,Texas,Leander
1526.68,Kansas,Manhattan
711.72,Kansas,Manhattan
1952.56,Kansas,Manhattan
255,Iowa,Marshalltown
94.11,Iowa,Mason City
1619.18,Iowa,Mason City
3371.37,California,San Francisco
1263.15,California,San Francisco
3360.3,California,San Francisco
92,California,San Francisco
124.5,Georgia,Augusta
70.27,Georgia,Augusta
67.48,Georgia,Augusta
10.48,Massachusetts,Medford
43.14,Utah,American Fork
117.54,Utah,American Fork
167.64,Utah,American Fork
1155.3,Oregon,Mcminnville
1714.8,Iowa,Mason City
280.37,Pennsylvania,State College
11055.12,California,Foster City
237.83,Florida,Fort Lauderdale
35.97,New York,Bethpage
1442.42,Maryland,Dundalk
95.33,Arkansas,Paragould
33.46,Texas,Spring
316.35,Texas,Spring
374.81,Indiana,Granger
43.27,Indiana,Granger
1515.98,Texas,Corsicana
28.2,Utah,Lehi
15.72,Florida,Port Charlotte
78.46,Florida,Port Charlotte
54.98,Florida,Port Charlotte
89.26,Alabama,Oxford
237.77,Vermont,South Burlington
121.62,Minnesota,Minnetonka
607.98,Minnesota,Minnetonka
6.25,Colorado,Castle Rock
51.95,Michigan,Saint Clair Shores
165.14,Louisiana,New Orleans
475.76,Maryland,Baltimore
71.54,Idaho,Eagle
14.08,New York,Elmira
256.73,New York,Elmira
23.87,Washington,Richland
6.5,California,Santa Rosa
74.86,Illinois,Skokie
129.1,Illinois,Skokie
5200.1,Illinois,Skokie
14.72,Maryland,Bethesda
2.25,California,Long Beach
2376.12,Indiana,Lafayette
826.8,Colorado,Fort Collins
1640.59,Pennsylvania,Altoona
8.8,Massachusetts,Boston
165.04,New Jersey,North Arlington
225.17,Florida,Margate
25.04,Florida,Margate
37.13,Minnesota,Hopkins
142.91,Texas,Burleson
843.39,Georgia,Smyrna
56.82,Georgia,Smyrna
125.5,Georgia,Statesboro
21.53,Texas,Wylie
259.39,Texas,Wylie
13.4,Texas,Farmers Branch
3519.39,Kentucky,Owensboro
6428.07,Maryland,Glen Burnie
88.35,Maryland,Hagerstown
608.33,North Carolina,Durham
3.78,North Carolina,Durham
46.37,California,Oxnard
744.42,California,Oxnard
2099.06,Oklahoma,Shawnee
11.51,Oklahoma,Stillwater
10.23,Illinois,Alton
703.4,Pennsylvania,Easton
264.37,Pennsylvania,Easton
35.56,Pennsylvania,State College
5566.52,Pennsylvania,Sharon
54.08,Illinois,Springfield
93.82,New York,Commack
898.09,North Carolina,Greensboro
57.41,Colorado,Fountain
2809.87,Colorado,Grand Junction
59.9,California,Twentynine Palms
333.32,Illinois,Galesburg
67.52,Texas,Plainview
7499.07,Pennsylvania,Wilkes Barre
144.88,Oregon,Corvallis
38.48,Arkansas,Bryant
23.35,North Carolina,Hickory
11.76,Texas,Midland
7922.31,New Mexico,Santa Fe
111.78,New Mexico,Santa Fe
83.49,Florida,Seminole
42.34,Texas,Pasadena
74.01,Texas,Pasadena
13.04,Texas,Pearland
255.88,Tennessee,Hendersonville
13.65,Georgia,Augusta
36.86,Georgia,Columbus
836.77,Texas,Deer Park
3555.12,Texas,Deer Park
556.61,New Mexico,Clovis
42.13,Virginia,Chesapeake
26.06,Minnesota,Eagan
19.87,Minnesota,Eagan
1591.33,Pennsylvania,Drexel Hill
18.16,New Jersey,Colonia
379.31,Michigan,Adrian
959.48,Michigan,Adrian
32.54,Ohio,Beavercreek
1261.29,Washington,Tacoma
3741.39,California,Huntington Beach
325.17,Texas,Leander
1510.88,Texas,Leander
7.08,Florida,Riverview
49.53,Michigan,Lansing
31.87,Michigan,Lansing
176.86,South Carolina,Rock Hill
68.02,South Carolina,Rock Hill
49.8,South Carolina,Rock Hill
93.88,California,San Francisco
17.02,California,San Francisco
5273.01,Wisconsin,West Bend
10.44,Wisconsin,West Bend
1924.58,Texas,Lufkin
3055.47,Illinois,Lansing
113.68,Missouri,Oakville
44.83,Minnesota,Apple Valley
1389.87,Minnesota,Apple Valley
962.99,Minnesota,Mankato
1183.23,California,Mission Viejo
26.12,Idaho,Boise
285.48,California,Bakersfield
358.99,Michigan,Redford
240.27,Michigan,Redford
617.32,Nevada,Carson City
4352.04,Oklahoma,Stillwater
11145.81,Oklahoma,Stillwater
3499.25,Maryland,Aspen Hill
25.29,Iowa,Clinton
506.38,California,Santa Cruz
1042.72,California,Santa Cruz
82.05,Maine,Bangor
629.81,Maine,Brunswick
11.81,Massachusetts,Waltham
344.16,Virginia,Fairfax
934.72,California,Goleta
10.88,California,Goleta
232.22,California,Goleta
469.59,South Carolina,Summerville
146.65,Tennessee,Memphis
33.34,Florida,Immokalee
717.17,Florida,Immokalee
49.48,Florida,Immokalee
235.94,Texas,Lufkin
448.97,Illinois,Glenview
264,Arizona,Glendale
298.91,Louisiana,Baton Rouge
491,Oregon,Corvallis
143.57,California,Mountain View
38.81,California,Mountain View
68.54,Ohio,Newark
1016.07,Ohio,Newark
305.86,Pennsylvania,Bethel Park
36.74,Minnesota,Roseville
282.7,Florida,Plant City
3178.22,Florida,Plant City
376.64,Florida,Plantation
251.06,Kansas,Leawood
1004.13,Florida,Immokalee
462.46,Indiana,Elkhart
426.93,California,Atascadero
162.88,Indiana,Highland
68.21,Indiana,Highland
141.54,Wisconsin,Greenfield
524.86,Pennsylvania,Bethel Park
177.39,California,San Gabriel
352.39,Idaho,Idaho Falls
10.08,New Hampshire,Dover
48.72,California,Santa Cruz
1639.75,Ohio,Fairborn
65.84,Ohio,Fairborn
1546.01,Texas,Killeen
628.82,California,Pasadena
13.91,Maine,South Portland
69.46,Michigan,Allen Park
1145.72,Michigan,Allen Park
5768.12,Minnesota,Burnsville
392.85,Georgia,Rome
189.79,Tennessee,La Vergne
226.81,California,Foster City
21.58,Kansas,Liberal
818.01,Illinois,Buffalo Grove
1493.51,Illinois,Buffalo Grove
291.95,Louisiana,Lafayette
604.18,Florida,Plantation
3061.74,Texas,Laredo
145.83,Kentucky,Fort Thomas
34.99,Florida,Winter Garden
331.7,Illinois,Arlington Heights
507.37,Alabama,Phenix City
27.21,Georgia,Athens
27.44,Virginia,Hampton
417.91,Illinois,Joliet
69.82,Illinois,Joliet
6914.05,Arizona,Scottsdale
43.25,Arizona,Scottsdale
107.59,Tennessee,Collierville
832.97,Tennessee,Columbia
20.83,Maine,Auburn
31.98,Louisiana,Shreveport
33.92,Ohio,Marion
1782.44,Maine,Auburn
68.36,New Mexico,Hobbs
131.27,Texas,Lufkin
54.99,Texas,Lufkin
1263.35,Mississippi,Pearl
199.48,Florida,Riverview
286.46,Idaho,Caldwell
67.89,Montana,Bozeman
230.01,Montana,Bozeman
449.81,West Virginia,Parkersburg
1203.42,West Virginia,Parkersburg
292.25,Missouri,Webster Groves
1989.32,Ohio,Dayton
654.42,Ohio,Dayton
1263.02,Colorado,Louisville
758.59,Oregon,West Linn
464.83,Arkansas,West Memphis
1140.95,Georgia,Tucker
193.55,Maryland,Annapolis
142.36,Maryland,Annapolis
477.93,Missouri,Hazelwood
24.27,Indiana,Carmel
38.53,Indiana,Carmel
4910.72,Indiana,Carmel
250.22,Florida,Fort Pierce
79.67,Florida,Fort Pierce
1625.62,Florida,Fort Pierce
186.18,California,Fairfield
5155.36,New Jersey,Livingston
212.94,Connecticut,North Haven
4854.32,Maine,South Portland
476.24,Florida,Coconut Creek
2215.93,West Virginia,Charleston
172.48,Wyoming,Cheyenne
511.57,Florida,Jupiter
178.36,Missouri,Hazelwood
3.63,Missouri,Hazelwood
50.22,Missouri,Hazelwood
240.63,Florida,Seminole
52.47,Florida,Seminole
57.42,Wisconsin,Oshkosh
8735.87,Wisconsin,Oshkosh
99.89,Florida,Ocoee
180.99,Texas,Frisco
360.82,Texas,Frisco
600.59,Missouri,Overland
85.69,Missouri,Overland
1678.73,Missouri,Overland
414.67,Georgia,Columbus
327.24,Georgia,Columbus
102.98,Georgia,Columbus
46.4,Nevada,Henderson
16.27,New York,Ithaca
18.71,New Jersey,Newark
41.53,New Jersey,Cherry Hill
107.31,Florida,Sanford
21.86,Florida,Sarasota
520.81,Ohio,Euclid
414.94,Minnesota,Fridley
744.84,Minnesota,Fridley
244.82,Ohio,North Olmsted
490.34,Ohio,North Olmsted
304.79,Ohio,North Olmsted
487.61,Ohio,Kent
10.96,California,Dublin
211.87,Texas,Sulphur Springs
385.45,Pennsylvania,York
668.38,Wyoming,Rock Springs
77.51,Texas,Harker Heights
2129.73,Ohio,Warren
434.18,Ohio,Warren
11.87,Ohio,Warren
640.97,Oregon,Gresham
46.63,Oregon,Gresham
231.2,Ohio,Xenia
46.94,California,Stockton
32.71,California,Stockton
5.18,California,Stockton
1012.67,Missouri,Kansas City
1524.73,Texas,Waco
227.67,Texas,Waco
9.67,Vermont,Essex Junction
1442.19,New Jersey,Livingston
40.4,New Hampshire,Londonderry
2051.51,Massachusetts,Weymouth
143.49,Idaho,Moscow
272.86,Idaho,Moscow
722.24,Vermont,Rutland
1545.11,New York,Valley Stream
2052.43,Virginia,Hampton
337.74,Virginia,Hampton
212.82,Virginia,Hampton
375.84,Wisconsin,Menomonee Falls
3846.06,New York,Niagara Falls
65.18,New York,North Tonawanda
200.57,New York,North Tonawanda
142,Washington,Pasco
27.55,Arkansas,Paragould
13.72,Arkansas,Pine Bluff
309.74,Texas,Haltom City
7.15,Oklahoma,Altus
520.74,Oklahoma,Altus
238.68,California,South Lake Tahoe
212.23,Florida,Winter Springs
28.61,California,San Jose
83.45,California,San Jose
1705.08,California,San Jose
641.97,California,Oxnard
75.67,Florida,Winter Haven
109.99,Florida,Winter Haven
900.12,Florida,Winter Haven
36.92,New York,Valley Stream
68.71,New York,Valley Stream
113.38,Missouri,Kansas City
19.86,Missouri,Kirkwood
11.21,Indiana,Frankfort
43.53,New York,Yonkers
173.29,New York,Yonkers
3251.76,Pennsylvania,Pottstown
90.17,Michigan,Mount Pleasant
449.88,Florida,Homestead
60.02,Florida,Homestead
1797.31,Texas,Lewisville
13.34,Texas,Beaumont
29.99,California,San Gabriel
79.61,Louisiana,Lafayette
36.14,Tennessee,Bartlett
112.45,Tennessee,Bartlett
78.52,South Dakota,Sioux Falls
257.71,Minnesota,Eagan
37.9,Minnesota,Eagan
811.33,Minnesota,Eden Prairie
117.6,Illinois,Freeport
57.76,New York,Rye
51.9,Virginia,Virginia Beach
1054.11,Virginia,Virginia Beach
1735.71,Texas,Mesquite
19.24,Minnesota,Eden Prairie
77.69,Florida,Fort Pierce
2013.28,Florida,Palm Beach Gardens
15.13,Texas,San Antonio
941.17,Texas,San Antonio
3196.77,Louisiana,Baton Rouge
47.04,Louisiana,Baton Rouge
63.62,Illinois,Hanover Park
364.92,Tennessee,Cleveland
595.19,Pennsylvania,Altoona
672.34,Tennessee,Cleveland
90.46,California,El Centro
183.67,New Jersey,Cherry Hill
267.7,South Carolina,Mauldin
1431.86,North Carolina,Asheboro
218.31,Louisiana,Metairie
39.6,Texas,Allen
336.2,Missouri,Independence
2173.49,Florida,Fort Pierce
23.54,Alabama,Florence
71.58,Alabama,Florence
24.64,Alabama,Florence
534.93,Arkansas,Bella Vista
1066.68,New Jersey,Fair Lawn
3309.23,Maine,Westbrook
189.31,Michigan,Clinton
56.38,Michigan,Dearborn
119.13,Michigan,Dearborn
715.84,Michigan,Dearborn
3000.54,Maryland,Annapolis
25,Massachusetts,Acton
107.95,Pennsylvania,King of Prussia
1095.31,Oklahoma,Mustang
99.92,Oklahoma,Mustang
214.2,Maine,Gorham
35.04,North Dakota,Minot
13.18,North Dakota,Minot
1963.93,North Dakota,Minot
148.67,Virginia,Tysons Corner
305.76,Missouri,Independence
17.61,North Carolina,Asheboro
44.24,California,Beverly Hills
64.59,North Carolina,Albemarle
461.94,North Carolina,Albemarle
204.34,Oregon,West Linn
280.21,Kentucky,Covington
70.91,Pennsylvania,Greensburg
96.58,New York,Watertown
246.36,Minnesota,Owatonna
446.6,Minnesota,Owatonna
172.19,North Carolina,Asheville
27.11,North Carolina,Asheville
1686.13,North Carolina,Asheville
75.48,Virginia,Newport News
153.57,Texas,Weatherford
721.95,Ohio,Bowling Green
32.51,Ohio,Bowling Green
157.89,Ohio,Bowling Green
13.32,Colorado,Englewood
22.05,Colorado,Fort Collins
380.12,Minnesota,Maple Grove
968.28,Wyoming,Casper
8,Iowa,Sioux City
7.02,Iowa,Sioux City
435.73,Georgia,Columbus
72.88,Florida,Plantation
90.21,Utah,Ogden
3127.69,California,Vacaville
98.61,Vermont,Essex Junction
13.17,Illinois,Elgin
81.61,Colorado,Thornton
76.64,Colorado,Westminster
78.91,Colorado,Westminster
64.54,Illinois,Moline
42.9,Illinois,Moline
57.02,Illinois,Moline
206.73,Ohio,Dayton
2439.37,Florida,Panama City
609.09,Arkansas,West Memphis
17.53,Arkansas,West Memphis
146.66,Michigan,Garden City
1818.41,Michigan,Garden City
492.18,Michigan,Garden City
48.34,California,San Francisco
61.46,North Carolina,Asheboro
67.29,Washington,Cottage Lake
178.6,Colorado,Grand Junction
5533.41,Michigan,Bay City
8027.28,California,Hesperia
96.96,Georgia,Martinez
92.99,Georgia,Newnan
147.59,Maryland,Bethesda
5.05,California,Santa Clara
22.67,California,Santa Clara
72.44,Arizona,Sierra Vista
2353.55,New Hampshire,Laconia
111.93,Illinois,Quincy
72.11,New Jersey,Bayonne
4393.66,Arkansas,Rogers
2855.32,Ohio,Strongsville
36.67,California,South Lake Tahoe
93.57,Pennsylvania,Greensburg
98.65,Maryland,Camp Springs
1206.76,Michigan,Sterling Heights
46.97,Indiana,La Porte
812.7,Texas,Lake Jackson
89.08,Tennessee,Maryville
86.83,Alabama,Montgomery
104.24,Illinois,Palatine
38.77,Iowa,Marshalltown
408.41,Iowa,Mason City
195.04,Michigan,Midland
81.15,Florida,Tamarac
43.53,Utah,West Jordan
6.52,Alabama,Decatur
157.78,Massachusetts,Boston
296.94,Virginia,Charlottesville
73.67,New Hampshire,Derry
2983.03,Florida,Sarasota
39.86,Indiana,Muncie
1390.57,Indiana,Muncie
2756.91,Indiana,Muncie
123.83,Indiana,Muncie
647.05,California,Manhattan Beach
131.32,California,Manhattan Beach
45.84,Illinois,Saint Charles
182.61,Indiana,Indianapolis
119.6,California,Twentynine Palms
1705.65,California,Twentynine Palms
4111.71,California,Twentynine Palms
45.41,California,Twentynine Palms
48.73,Virginia,Rose Hill
60.07,Virginia,Rose Hill
210.76,Virginia,Rose Hill
2645.29,California,Manhattan Beach
100.11,Arkansas,Rogers
633.15,Florida,Boynton Beach
4542.65,South Carolina,Taylors
7.53,South Carolina,Taylors
204.16,South Carolina,Taylors
56,Illinois,Carbondale
664.34,Illinois,Carbondale
61.44,Pennsylvania,Easton
4009.89,California,Gilroy
9.01,Utah,West Jordan
107.47,Washington,Pasco
48.89,Texas,Beaumont
22.02,Texas,Beaumont
139.86,Arkansas,Little Rock
185.08,Arkansas,Little Rock
281.75,Missouri,Oakville
780.17,Missouri,Oakville
38.98,North Carolina,Indian Trail
1250.19,Indiana,Schererville
1504.1,Indiana,Schererville
22.74,Maine,Waterville
11.41,North Carolina,Asheville
139.39,North Carolina,Burlington
54.44,Illinois,Collinsville
520.09,South Carolina,Hilton Head Island
990.25,Maryland,Catonsville
187.54,Georgia,College Park
52.38,Maryland,Owings Mills
2319.45,Maryland,Owings Mills
45.76,Missouri,Saint Peters
171.38,Kansas,Pittsburg
2696.59,Minnesota,Shoreview
125.77,Minnesota,Shoreview
3918.98,Minnesota,Shoreview
1214.76,California,Laguna Hills
2860.73,Texas,Paris
872.92,Texas,Paris
2280.11,Texas,Pasadena
400.78,Kansas,Shawnee
2411.43,Wisconsin,New Berlin
2444.33,Wisconsin,Oak Creek
186,Indiana,Granger
614.99,Connecticut,Bristol
292.37,Minnesota,Shoreview
682.79,Minnesota,Shoreview
54.04,Tennessee,Nashville
568.18,Pennsylvania,Greensburg
41.06,Massachusetts,Sharon
32.62,Rhode Island,Woonsocket
1058.65,California,Costa Mesa
94.62,California,Camarillo
1515.17,California,San Jose
8585.67,Illinois,Vernon Hills
1705.84,Idaho,Twin Falls
11.82,California,Menlo Park
38.54,Mississippi,Horn Lake
35.61,California,Torrance
388.44,Montana,Butte
591.36,Texas,Weatherford
44.12,Washington,Auburn
7.21,Iowa,Dubuque
113.3,Louisiana,Lafayette
51.03,Montana,Butte
394.1,California,Oakland
219.73,Florida,Coral Springs
306.86,Mississippi,Meridian
813.32,Michigan,Battle Creek
843.68,Michigan,Battle Creek
96.87,Michigan,Battle Creek
39.15,Michigan,Bay City
20.27,Michigan,Bay City
116.11,Wisconsin,West Bend
312.59,Connecticut,Ansonia
12.98,Vermont,Colchester
64.4,Massachusetts,Yarmouth
3122.93,Minnesota,Minnetonka Mills
23.78,Ohio,Toledo
125.97,Kansas,Topeka
282.97,Kansas,Wichita
328.13,Kansas,Wichita
1925.68,Kansas,Wichita
103.29,Utah,West Jordan
93.51,New York,West Seneca
119.4,California,Hacienda Heights
72.55,California,Hacienda Heights
370.62,Maryland,Potomac
137.76,Wisconsin,Milwaukee
321.29,Mississippi,Greenville
4.57,New Hampshire,Dover
245.96,North Dakota,Minot
161.71,North Dakota,Minot
67.28,Tennessee,Columbia
47.48,Virginia,Winchester
37.3,Virginia,Winchester
2597.58,Minnesota,Lino Lakes
8.46,Texas,Wylie
232.33,Texas,Wylie
35.99,California,Fresno
27.96,Maryland,Catonsville
1081.5,Maryland,Catonsville
9.43,Texas,Cloverleaf
103.94,Texas,Cloverleaf
4585.86,Virginia,Hampton
9.03,Virginia,Harrisonburg
1506.11,Virginia,Harrisonburg
130.82,California,Atascadero
142.54,Idaho,Boise
340.33,South Carolina,Greer
16.71,New Jersey,Vineland
66.39,Massachusetts,Waltham
22.17,California,Pacifica
21.93,Texas,Amarillo
216.24,Idaho,Boise
1164.45,Minnesota,Prior Lake
29.55,Minnesota,Prior Lake
22.23,Minnesota,Prior Lake
13.99,Minnesota,Prior Lake
14.26,Minnesota,Prior Lake
14.65,Pennsylvania,West Mifflin
3780.02,New York,Port Chester
50.88,Utah,Roy
14380.76,Minnesota,Inver Grove Heights
1277.09,Oregon,Salem
179.31,Colorado,Westminster
1493.63,California,San Ramon
662.8,California,Costa Mesa
1599.93,Florida,Sarasota
97.13,Illinois,Pekin
2929.01,North Carolina,Wilmington
2553.25,North Carolina,Wilmington
458.34,Alabama,Prattville
87.53,Mississippi,Greenville
166.66,Mississippi,Greenville
30.45,Pennsylvania,King of Prussia
931.87,Massachusetts,Stoneham
55.43,Connecticut,Stratford
272.97,Minnesota,Savage
95.37,Minnesota,Shakopee
818.81,Minnesota,Shakopee
30.34,California,Laguna Hills
173.56,Ohio,Kent
114.81,Ohio,Kent
34.11,Massachusetts,Worcester
43.21,Florida,Poinciana
543.2,Connecticut,Milford
48.1,Idaho,Coeur D Alene
114.38,California,El Centro
190.17,Colorado,Denver
2685.08,Indiana,Highland
136.99,New Hampshire,Manchester
99.36,Vermont,Rutland
58.67,Iowa,Ottumwa
101.06,Iowa,Ottumwa
25.05,Arkansas,Bella Vista
65.06,Michigan,Detroit
2140.04,Michigan,Detroit
585.08,Michigan,East Lansing
437.08,Texas,Mineral Wells
78.91,Florida,Fruit Cove
8.49,Florida,Fruit Cove
42.82,Texas,Farmers Branch
1887.03,Minnesota,Apple Valley
796.89,Kansas,Wichita
410.17,Illinois,Freeport
1709.23,South Carolina,Mauldin
70.2,Missouri,Clayton
14.02,Vermont,Essex Junction
24.18,Texas,Missouri City
70.82,Indiana,Munster
556.41,Indiana,Munster
90.44,Indiana,Munster
33.01,Utah,Logan
189.22,Florida,Bradenton
127.16,Pennsylvania,Radnor
81.18,Pennsylvania,Radnor
119.13,Michigan,Owosso
542.98,Pennsylvania,Sharon
160.66,Minnesota,Minnetonka Mills
43.84,Massachusetts,Hanover
495.31,Maine,Saco
135.78,West Virginia,Fairmont
596.35,West Virginia,Fairmont
45.61,Mississippi,Pearl
144.6,Mississippi,Pearl
347.32,Kentucky,Nicholasville
803.33,Kentucky,Nicholasville
35.38,Georgia,East Point
110.7,Georgia,East Point
56.06,Wisconsin,Madison
642.71,Wisconsin,Manitowoc
187.56,Ohio,Marion
28.5,Kentucky,Richmond
8052.86,Virginia,Reston
805.36,New York,Shirley
728.89,Florida,Miami
2354.54,Kansas,Pittsburg
1051.28,Minnesota,Apple Valley
71.52,Utah,Orem
106.28,New Jersey,Hillside
35.9,Maine,Auburn
48.05,Massachusetts,Lynn
10.22,Massachusetts,Newburyport
67.5,West Virginia,Fairmont
1953.18,Florida,Royal Palm Beach
269.33,South Carolina,Hilton Head Island
24.44,Ohio,Wooster
88.83,Ohio,Wooster
11.03,Iowa,Des Moines
38.65,Kentucky,Danville
176.33,Texas,Beaumont
129.54,Arkansas,Hot Springs
253.72,Pennsylvania,Monroeville
461.46,Florida,Lake Worth
468.39,Minnesota,Apple Valley
1259,Washington,Richland
352.21,Virginia,Alexandria
103.52,Michigan,Madison Heights
28.95,Michigan,Madison Heights
32.34,Iowa,Sioux City
92.27,Mississippi,Greenville
118.35,New York,Freeport
44.75,Wisconsin,Greenfield
346.52,Texas,Bryan
904.31,Georgia,Savannah
14.95,North Carolina,Burlington
591.31,North Carolina,Burlington
355.17,North Carolina,Cary
315.06,Kansas,Liberal
39.65,New York,East Meadow
12.26,Minnesota,Saint Cloud
773.45,Minnesota,Saint Cloud
181.66,Arizona,Goodyear
545.86,New Mexico,Alamogordo
4663.25,New Mexico,Alamogordo
43.26,New Mexico,Alamogordo
101.07,Ohio,Berea
46.22,Ohio,Berea
854.97,Montana,Great Falls
166.29,Montana,Great Falls
807.49,Arkansas,Pine Bluff
882.93,Arkansas,Pine Bluff
518.24,New Jersey,New Milford
132.7,Arkansas,Bella Vista
162.39,Alabama,Decatur
4920.81,North Carolina,Eden
121.92,New York,West Babylon
41.02,Virginia,Virginia Beach
272.41,West Virginia,Clarksburg
32.44,West Virginia,Clarksburg
46.53,Maine,Augusta
116.92,Massachusetts,Wilmington
46.08,New York,Binghamton
151.23,Illinois,Rock Island
18.15,Illinois,Rock Island
80.81,Texas,Waco
12.73,Texas,Waco
3.41,California,Lancaster
48.3,Minnesota,Inver Grove Heights
71.26,Minnesota,Inver Grove Heights
30.75,Minnesota,Inver Grove Heights
1103.06,Illinois,Bloomington
78.75,Tennessee,Franklin
60.53,Tennessee,Franklin
480.28,Oregon,Tigard
20.46,Massachusetts,Boston
71.21,Massachusetts,Fairhaven
50.94,Missouri,Creve Coeur
69.22,Florida,Sarasota
478.8,Michigan,Trenton
231.65,Michigan,Trenton
3595.86,New York,Elmira
4619.35,New York,Elmira
2652.11,New York,Elmira
618.31,Rhode Island,Cumberland
2343.34,Indiana,Hammond
291.64,South Carolina,Taylors
1362.71,Ohio,Warren
1846.29,Ohio,Warren
10.14,Minnesota,Savage
15,Minnesota,Savage
48.81,Oklahoma,Bartlesville
92.58,Oklahoma,Bartlesville
144.03,Ohio,Willoughby
2792.12,Arkansas,Texarkana
667.3,Arkansas,Texarkana
13.45,Mississippi,Greenville
41.34,Mississippi,Greenville
461.58,Indiana,Kokomo
3728.71,Ohio,Shaker Heights
20.77,Georgia,Atlanta
19.53,Illinois,Arlington Heights
88.78,Arizona,Surprise
1621.64,Pennsylvania,Greensburg
90.44,South Carolina,Summerville
152.93,South Carolina,Summerville
1001.28,Washington,Kennewick
680.39,North Carolina,Cary
75.52,North Carolina,Cary
3992.32,Washington,Edmonds
144.87,Pennsylvania,York
40.79,Arizona,Sierra Vista
9.69,Michigan,Mount Pleasant
821.92,Virginia,Rose Hill
26.65,Virginia,Rose Hill
60.77,Iowa,Marion
10.44,Iowa,Marion
347.94,Florida,North Miami Beach
51.02,Idaho,Eagle
