Sales,Year
19.28,2012
371.24,2012
341.59,2013
549.25,2013
893.53,2010
145.75,2012
73.32,2013
70.47,2013
2048.57,2012
18.53,2013
79.74,2010
392.45,2010
251.37,2012
13.5,2012
173.59,2013
323.33,2011
466.98,2011
36.4,2013
11.88,2012
103.78,2013
26.71,2012
81.77,2012
361.18,2012
90.33,2011
62.85,2011
49.56,2013
89.73,2011
839.12,2011
143.42,2011
36.58,2010
2013.67,2010
280.18,2013
37.89,2013
61.29,2010
109.15,2010
1303.92,2011
403.91,2011
2315.01,2011
131.26,2010
48.12,2013
523.4,2013
1111.47,2011
17.64,2011
73.75,2013
434.6,2011
61.1,2010
193.81,2010
12.13,2012
45.61,2012
202.38,2010
273.25,2011
765.45,2013
43.84,2010
141.74,2010
11.78,2010
20.96,2010
277.84,2011
689.15,2011
274.01,2011
468.18,2011
632.23,2013
255.42,2011
173.2,2011
1434.51,2010
928.92,2010
162.88,2013
147.17,2012
424.67,2011
51.57,2011
226.62,2011
8.82,2010
5976.09,2010
516.19,2011
2292.34,2011
234.72,2013
12.39,2012
1916.19,2012
232.66,2011
3640.52,2013
9984.85,2012
492.9,2010
56.44,2010
1879.03,2013
56.73,2010
15.13,2012
426.6,2011
3047.57,2013
1888.14,2013
769.6,2013
673.36,2012
47.91,2012
33.45,2011
233.76,2013
81.45,2013
3781.12,2011
129.71,2011
22.85,2010
115.37,2012
449,2012
998.66,2011
2210.29,2011
344.52,2013
3.92,2011
45.51,2011
397.64,2011
29.04,2013
319.3,2012
148.65,2013
50.64,2012
29.52,2013
759.88,2010
93.28,2012
8.12,2011
929.57,2010
104.4,2013
281.88,2011
4077.22,2013
150.8,2013
47.29,2012
284.65,2011
60.33,2011
373.2,2011
281.08,2013
77.23,2013
50.72,2013
643.71,2013
121.66,2013
110.93,2010
572.41,2011
38.95,2011
308.04,2011
141.25,2013
43.39,2011
1102.73,2011
1540.42,2011
57.36,2011
39.15,2012
38.54,2013
902.45,2011
36.31,2013
107.82,2013
6402.63,2012
703.01,2012
343.57,2011
29.88,2010
65.87,2011
354.65,2013
73.04,2013
3460.11,2011
205.18,2011
97.5,2011
917.54,2011
63.07,2011
1564.92,2013
333.74,2013
40.06,2013
82.23,2011
415.71,2012
93.68,2012
1901.37,2012
94.34,2011
504.88,2013
24.53,2011
61.28,2012
1712.5,2012
342.13,2011
116.54,2012
2232.66,2013
8.64,2011
371.73,2011
27.47,2011
62.81,2011
486.73,2011
10.27,2012
186.73,2013
76.23,2010
31.54,2010
4634.69,2010
7304.03,2010
632.65,2010
51.93,2012
15.75,2013
54.53,2012
24.08,2011
18.5,2011
21.2,2011
458.96,2011
33.36,2011
427.19,2011
41.36,2013
1533.59,2010
17.73,2013
41.29,2010
19.13,2011
597.63,2011
113.98,2013
480.86,2012
1144.45,2011
2425.52,2013
3154.59,2012
19.1,2012
5.22,2012
17.44,2010
60.13,2012
179.64,2012
647.92,2011
211.98,2013
19.23,2012
83.53,2012
1072.17,2011
455.49,2012
143.7,2011
529.78,2012
2059.18,2013
73.06,2013
719.23,2013
646.88,2010
26.37,2010
53.44,2010
62.5,2011
9.52,2012
3213.59,2012
614.18,2012
196.74,2013
3.46,2013
680.71,2011
29.97,2013
224.08,2011
1867.04,2010
37.22,2013
88.51,2013
62.5,2011
1283.02,2011
90.16,2012
2043.69,2012
17.93,2013
1523.59,2012
94.34,2013
146.32,2012
47.56,2011
220.66,2011
71.85,2011
9.35,2013
114.09,2011
270.52,2013
755.57,2011
135.84,2011
568.38,2011
76.16,2010
1038.14,2010
1475.58,2013
562.88,2013
49.42,2011
33.62,2013
300.1,2012
156.11,2012
93.34,2011
472.62,2011
29.65,2011
38.74,2010
9.68,2013
47.63,2013
138.92,2013
2170.05,2013
1599.96,2010
209.12,2010
1287.17,2010
46.17,2010
40.07,2011
432.27,2011
297.37,2013
166.62,2011
16.75,2013
326.41,2013
205.98,2013
132.08,2010
45.34,2010
170.8,2010
201.53,2013
64.28,2012
689.14,2011
393.63,2012
2033.98,2013
9.73,2013
419.59,2013
16.72,2012
31.02,2012
588.48,2013
732.65,2013
1944.76,2013
24.44,2010
228.83,2013
49.92,2011
41.64,2011
1446.67,2011
26.16,2011
198.64,2011
587.46,2011
79.37,2011
305.58,2013
139.05,2011
34.36,2011
1756.68,2013
27.3,2010
64.75,2010
62.98,2010
42.29,2010
2437.28,2012
60.67,2012
4633.1,2013
309.05,2010
299.3,2010
68.66,2012
520.08,2012
219.75,2013
250.91,2013
111.92,2010
56.71,2013
18.33,2011
503.96,2013
45.38,2011
431.54,2011
54.83,2011
152.11,2010
35.97,2010
17.39,2012
459.55,2010
541.27,2011
15.91,2012
4966.22,2012
891.69,2012
638.69,2013
2776.98,2013
23.83,2013
294.46,2012
243.79,2011
42.24,2011
22.5,2011
412.9,2012
2093.36,2012
17.15,2013
346.99,2012
56.68,2010
273.34,2010
766.11,2013
438.06,2013
68.56,2010
20.79,2010
67.91,2010
443.08,2011
37.7,2012
1523.01,2012
164.98,2012
11015.82,2010
745.91,2012
56.23,2012
29.61,2012
364.26,2010
226.58,2013
101.71,2010
154.71,2010
304.41,2012
1254.9,2012
1122.85,2013
393.66,2011
299.97,2011
10.71,2011
29.77,2010
147.19,2010
65.26,2011
151.95,2011
17.42,2013
8.57,2011
4502.64,2011
101.44,2011
939.02,2011
29.22,2011
60.83,2013
9.51,2013
51.55,2013
113.06,2011
717.97,2011
60.54,2013
198.28,2013
22.76,2013
66.36,2013
1055.51,2013
5572.18,2010
2941.42,2010
522.46,2010
4122.78,2013
10.92,2013
18.5,2013
1561.44,2011
2610.56,2010
22.79,2013
28.34,2010
861.3,2010
3174.2,2013
107.25,2013
1212.76,2013
430.28,2013
1316.24,2012
51.03,2012
200.64,2010
39.81,2012
480.37,2010
5.76,2010
3112.13,2010
216.04,2010
2237.4,2012
48.15,2011
250.24,2013
142.4,2013
28.25,2013
6720.88,2010
102.21,2010
537.8,2010
459.5,2013
6296,2010
2590.72,2012
206.59,2013
5140.73,2013
18.83,2011
84.52,2011
1787.57,2012
1001.33,2012
54.62,2011
89.46,2013
11.6,2013
33.01,2013
439.38,2011
792.61,2011
70.33,2011
2341.48,2012
577.59,2012
4358.96,2012
109.26,2011
1288.71,2012
10.62,2012
2009.85,2012
25029.79,2012
617.91,2013
343.54,2010
199.43,2010
108.81,2013
1865.7,2013
118.67,2013
1126.49,2013
320.62,2013
80.33,2012
63.56,2013
1829.65,2013
257.81,2011
178.68,2010
200.61,2010
157.93,2011
46.61,2013
203.42,2012
140.28,2012
43.2,2012
8344.78,2011
101.47,2013
10034.23,2012
114.37,2011
3233.49,2011
3845.35,2010
3.77,2010
746.05,2011
517.31,2011
530.33,2013
42.44,2010
46.22,2013
21.86,2010
29.19,2012
892.11,2012
155.59,2012
657.61,2010
309.77,2013
1139.49,2013
1225.6,2010
23.98,2011
165.18,2011
381.42,2011
783.55,2010
120.93,2012
56.34,2011
2098.62,2011
920.52,2013
19.96,2011
36.34,2011
16.82,2011
115.06,2013
38.18,2013
243.79,2012
115.94,2011
4191.68,2011
364.04,2011
35.01,2011
9.64,2013
50.71,2010
1506.89,2010
246.18,2012
111.97,2010
627.19,2010
74.23,2010
650.25,2010
272.12,2010
70.16,2010
1240.57,2010
54.01,2013
40.94,2013
311.98,2013
36.57,2013
582.74,2013
1343.22,2013
18.37,2012
93.41,2012
196.41,2010
20.22,2010
1548.97,2010
5731.02,2013
172.16,2013
83.93,2010
94.12,2012
127.87,2012
58.91,2012
138.16,2013
451.35,2010
166.42,2013
14.52,2010
104.85,2011
490.04,2012
415.66,2013
90.39,2012
288.67,2010
81.68,2012
20.99,2012
567.82,2012
2498.91,2012
374.38,2012
87.04,2013
120.87,2011
47.9,2011
6938.19,2010
318.87,2013
1725.73,2011
805.7,2011
159.53,2010
192.28,2011
92.02,2010
283.55,2010
47.3,2012
37.7,2011
843.37,2011
1101.76,2013
43.31,2010
386.61,2010
589.88,2011
77.17,2013
84.53,2011
46.32,2011
570.52,2011
125.22,2013
57.7,2010
27.37,2010
98.16,2010
250.5,2010
120.32,2011
39.69,2012
31.38,2013
193.59,2010
400.56,2012
174.49,2012
106.65,2011
196.33,2011
76.99,2013
949.61,2013
26.38,2011
36.09,2012
998.73,2012
1106.2,2012
198.19,2011
967.62,2011
746.91,2010
20.77,2013
60.11,2012
544.61,2012
488.71,2012
193.69,2012
11.64,2013
8.6,2012
731.91,2012
15.61,2013
400.5,2012
45.88,2013
178.87,2013
59.76,2011
541.76,2010
229.57,2010
20.87,2010
25.7,2010
74.91,2011
47.36,2012
1670.33,2010
389.46,2011
113.09,2011
57.37,2010
55.1,2012
64.56,2011
377.47,2011
1326.78,2013
19.64,2013
233.22,2012
49.86,2012
68.09,2012
54.18,2012
49.22,2012
30.41,2011
878.71,2013
43.9,2013
21.46,2010
2013.88,2010
201.32,2010
298.51,2010
35.01,2012
1272.49,2012
11.8,2013
547.76,2012
197.74,2012
59.22,2012
43.71,2013
80.24,2012
7974.21,2010
758.97,2010
84.44,2010
58.52,2010
467.03,2010
48.43,2011
6901.25,2010
148.94,2010
200.68,2010
1178.32,2010
2358.86,2011
60.68,2011
319.48,2012
501.97,2011
83.24,2013
374.29,2013
34.71,2013
471.3,2011
995.61,2011
1006.42,2011
81.53,2013
56.79,2013
199.29,2013
740.87,2012
25.31,2010
369.78,2010
1342.12,2013
94.04,2013
33.77,2010
733.05,2013
213.09,2012
83.47,2012
94.47,2012
39.52,2012
85.8,2011
115.17,2013
364.43,2011
9.7,2013
129.76,2013
3327.55,2011
8.49,2013
127.94,2010
168.01,2013
1030.51,2010
2026.91,2010
130.72,2013
3033.88,2013
79.39,2010
197.03,2013
121.46,2010
3622.93,2013
815.75,2013
98.7,2010
145.57,2013
40.3,2010
111.88,2010
505.8,2011
440.79,2011
6427.77,2011
230.33,2011
261.34,2010
619.68,2012
2807.28,2012
36.41,2012
24.67,2012
96.15,2012
431.3,2011
3406.97,2013
2084.16,2010
838.78,2011
758.26,2011
16.93,2011
336.92,2010
1023.65,2012
2819.46,2013
33.65,2010
416.95,2010
8.3,2010
204.57,2012
161.11,2012
21.77,2011
345,2011
424.68,2010
133.21,2013
103.18,2010
14.76,2010
808.44,2010
67.41,2010
36.16,2012
741.45,2011
182.4,2012
2101.52,2012
989.45,2013
522.88,2011
2580.76,2011
5131.54,2011
1047.19,2011
514.62,2010
817.32,2010
1755.67,2013
257.7,2013
328.85,2013
100.46,2013
9.96,2012
3320.79,2011
67.47,2011
19.12,2010
186.64,2010
142.51,2012
502.47,2012
235.88,2011
165.99,2011
63.22,2013
32.05,2013
18.21,2013
490.63,2013
115.86,2011
318.64,2011
88.42,2012
45.34,2012
232.35,2013
17.94,2012
9.89,2013
8.39,2010
558.17,2010
57.34,2011
71.45,2012
99.36,2012
2311.06,2011
26.45,2011
42.46,2010
314.06,2010
2469.94,2013
18123.05,2013
290.96,2013
79.06,2010
65.14,2010
189.82,2011
151.99,2013
661.28,2013
21.41,2010
333.02,2010
2057.94,2012
55.17,2013
642.29,2013
35.93,2010
228.02,2013
1505.99,2013
446.35,2012
46.61,2012
1552.64,2012
52.16,2010
58.86,2012
585.55,2013
83.09,2012
10.48,2012
261.21,2010
42.79,2010
35.22,2012
661.29,2012
84.73,2012
198.08,2013
675.83,2010
28,2010
301.47,2011
98.02,2011
5.84,2013
166.44,2013
439.05,2013
65.1,2013
2011.67,2011
297.86,2012
4091.27,2012
63.01,2012
34.07,2012
369.4,2013
1031.52,2013
710.16,2010
21.2,2010
173.32,2010
1924.59,2013
358.23,2012
44.75,2011
4260.22,2011
41.17,2011
40.17,2010
612.25,2010
828.12,2013
43.38,2013
152.76,2013
48.88,2013
1053.74,2013
1761.78,2013
121.36,2010
78.59,2013
1042.54,2010
75.24,2011
777.11,2013
588.86,2011
2053.6,2010
203.37,2010
20.42,2013
411.64,2010
30.27,2011
776.45,2011
622.12,2013
3.25,2013
4162.05,2013
228.68,2013
1219.72,2013
46.55,2013
2145.85,2012
90.98,2010
19.73,2013
189.42,2013
229.4,2013
2178.05,2012
43.17,2012
67.71,2013
10.74,2013
83.97,2013
115.5,2013
73.14,2013
51.08,2013
490.76,2012
305.84,2013
43.48,2011
58.68,2010
53.1,2010
96.48,2013
20711.22,2013
166.98,2012
227.33,2013
5177.4,2013
19.22,2013
567.71,2013
200.38,2011
64.26,2013
1679.45,2013
30.1,2010
145.4,2013
127.63,2013
255.62,2013
618.36,2013
116.54,2012
151.29,2011
2639.67,2013
74.14,2013
366.96,2013
1174.63,2013
86.87,2013
54.69,2012
713.56,2012
9.75,2012
732.64,2013
451.78,2013
46.02,2011
117.98,2012
1657.17,2013
2103.2,2011
923.29,2011
483.05,2011
318.18,2010
234.94,2012
1630.34,2012
1467.2,2011
115.99,2010
19.46,2010
14.53,2011
294.55,2013
69.03,2013
69.08,2013
42.77,2013
580.89,2011
287.97,2011
58.11,2012
59.48,2012
47.59,2013
174.5,2010
92.57,2010
60.12,2013
830.09,2012
23.9,2013
16.11,2012
248.18,2012
730.81,2012
347.13,2012
4004.67,2012
635.02,2012
104.95,2010
166.59,2010
188.07,2011
5.84,2010
41.47,2013
618.85,2010
2469.01,2013
296.88,2013
114.76,2013
16.71,2013
360.06,2013
6.4,2012
67.5,2012
885.65,2010
808.96,2013
45,2013
721.04,2011
3.86,2013
30.54,2013
575.07,2010
48.32,2010
57.29,2012
34.21,2013
255.31,2013
133.33,2013
45.04,2011
45.21,2013
1800.55,2013
22.64,2012
2936.8,2012
1068.45,2013
26.57,2012
121.97,2013
952.03,2013
333.04,2010
472.44,2010
18.73,2010
291.56,2013
158.27,2013
712.7,2013
302.39,2013
6578.96,2012
73.35,2012
147.02,2012
1011.33,2012
74.16,2012
95.6,2013
1127.31,2013
61.5,2010
146.17,2010
30.95,2013
42.42,2012
330.67,2012
6.81,2012
443.9,2012
873.87,2012
120.45,2012
6173.42,2010
1553.7,2010
727.2,2010
415.4,2013
95.57,2010
214.48,2010
22.61,2013
1790.1,2010
401.51,2013
51.99,2010
177.34,2012
15.73,2012
34.39,2013
167.61,2011
6704.87,2013
67.5,2013
9538.42,2013
439.96,2013
277.53,2013
1690.86,2013
2366.51,2010
84.49,2013
53.02,2010
298.54,2013
16.68,2013
14.78,2011
167.2,2013
1813.68,2012
26.06,2012
208.12,2013
240.05,2010
1087.14,2012
51.44,2012
9.41,2013
503.04,2013
120.26,2011
23.52,2011
63.86,2011
56.71,2010
63.32,2010
2440.91,2013
457.27,2012
172.79,2010
582.2,2010
524.32,2012
727.19,2013
328.84,2013
137,2013
225.04,2013
30.44,2010
175.09,2013
582.43,2012
16.6,2013
173.1,2012
42.98,2012
243.86,2012
423.3,2011
3791.92,2011
2909.07,2013
662.18,2013
483.15,2013
995.58,2011
18.92,2012
117.87,2010
8346.1,2012
1496.96,2012
136.09,2012
72.83,2010
41.82,2010
2875.72,2010
59.31,2013
76.07,2013
936.21,2013
58.74,2013
30.75,2013
166.62,2013
8566.76,2011
15.69,2012
899.01,2012
2761.94,2010
1845.23,2010
329.72,2013
188.98,2011
18.99,2011
1049.55,2011
366.74,2012
123.4,2011
37.7,2010
57.29,2013
1766.68,2010
29.02,2010
2057.87,2013
725.39,2011
3135.27,2011
32.77,2013
185.73,2013
2703.56,2013
186.19,2010
1227.94,2010
32.88,2012
519.1,2012
160.5,2013
413.09,2013
325.97,2013
84.37,2013
1582.59,2011
16.74,2013
10728,2010
1274.79,2013
1911.05,2013
67.49,2013
195.92,2013
888.84,2013
2233.46,2010
95,2010
156.24,2013
2579.05,2013
455.77,2010
331.15,2012
22.15,2012
345.73,2012
430.78,2013
39.38,2011
29.63,2011
1676.8,2013
3596.03,2010
31.97,2011
285.49,2011
1404.09,2013
1200.38,2013
71.71,2013
184.42,2012
396.58,2011
549.85,2010
48.99,2010
681.42,2010
346.33,2012
6915.98,2012
4078.38,2013
81.44,2013
33.11,2012
436.1,2012
811.21,2013
182.35,2012
43.15,2012
3110.9,2012
1117.66,2010
169.46,2010
51.85,2013
886.93,2012
279.37,2012
406.95,2012
180.72,2013
19.66,2010
50.23,2013
52.32,2012
10.83,2012
402.19,2012
40.76,2012
2763.08,2012
118.45,2012
35.25,2012
13.93,2011
1200.66,2011
160.46,2013
142.25,2013
603.03,2013
20.6,2012
2015.39,2011
392.47,2013
125,2013
64.91,2011
2297.23,2011
31.36,2012
223.01,2012
72.15,2012
69.21,2013
385.3,2013
596.63,2013
491.36,2013
38.23,2013
765.09,2013
5.06,2013
1098.45,2012
248.6,2012
552.89,2010
18.23,2013
407.28,2013
23.7,2013
29.99,2013
375.03,2010
22.11,2010
2875.35,2010
1008.53,2010
54.78,2010
1730.04,2013
53.3,2013
5082.26,2013
165.43,2013
1706.04,2013
677,2013
357.39,2011
106.29,2012
57.87,2012
68.44,2013
274.93,2013
252.43,2013
61.53,2011
432.64,2013
219.88,2013
43.41,2010
46.42,2010
18.85,2011
5497.37,2013
4978.6,2013
89.67,2013
64.63,2011
47.75,2011
119.44,2013
570.13,2011
803.47,2011
844.4,2013
1894.06,2013
11.71,2013
470.78,2011
10.52,2011
329.95,2011
57.87,2011
80.79,2013
42.07,2011
48.44,2011
3.17,2013
28.58,2011
1373.59,2011
283.46,2013
25.29,2013
3841.13,2013
146.2,2013
485.08,2013
28.75,2013
5.93,2013
2441.27,2010
599.67,2012
94.27,2010
82.21,2010
91.39,2013
417.47,2010
472.77,2012
55.64,2013
8498.75,2011
360.31,2011
881.15,2011
458.42,2011
127.46,2012
139.01,2012
513.52,2010
355.16,2013
601.13,2013
9.95,2013
89.86,2012
1502.79,2012
50.59,2012
1086.08,2013
176.37,2013
1622.26,2013
577.3,2013
120.96,2012
36.7,2013
18.43,2011
201.65,2013
335.17,2012
12.16,2010
147.56,2010
59.95,2010
47.78,2012
96.03,2011
2920.42,2011
46.45,2013
11.89,2013
85.37,2013
166.16,2013
13.15,2011
253.67,2012
160.6,2012
185.11,2012
490.04,2012
8843.52,2013
91.34,2013
70.82,2011
65.69,2013
231.79,2010
571.24,2013
1157.75,2013
1050.99,2012
877.71,2013
439.45,2013
567,2013
122.43,2013
133,2013
682.55,2012
401.39,2012
226.03,2013
45,2010
6569.07,2010
2030.25,2013
174.35,2013
1322.32,2011
355.21,2010
2417.23,2013
148.34,2013
264.95,2013
48.51,2013
7,2012
3457.99,2012
2273.96,2012
1668.99,2012
341.27,2013
1703.74,2013
33.95,2010
2760.4,2011
489.69,2011
8.95,2010
184.77,2011
357.86,2011
56.29,2013
293.94,2013
834.1,2011
51.19,2011
5.79,2011
74.61,2013
61.6,2011
77.21,2012
563.35,2012
210.79,2013
994.51,2013
176.87,2013
3.88,2011
406.3,2013
1988.06,2012
36.4,2012
1608.11,2010
1136.43,2013
3356.02,2012
4.44,2012
351.93,2012
648.43,2011
551.44,2013
903.23,2013
51.41,2010
3902.09,2010
14.18,2010
6269.79,2012
124.81,2013
7.79,2011
34.84,2011
339.34,2011
3360.74,2013
852.12,2012
480.26,2012
18.75,2010
188.51,2010
31.18,2010
386.28,2012
11766.51,2012
12.55,2013
782.07,2013
283.22,2013
215.02,2013
74.02,2013
431.45,2013
48.53,2013
25.57,2013
551.35,2013
1834.14,2013
94.52,2013
206.1,2011
117.91,2011
44.47,2013
15.19,2010
15.37,2013
169.31,2013
845.63,2011
10.24,2013
1537.88,2013
1689.24,2013
45.28,2010
13.57,2010
586.55,2013
25.31,2010
7.08,2013
341.74,2013
175.65,2013
924.8,2013
492.62,2012
17.21,2013
2093.97,2011
1157.56,2011
222.5,2011
1055.05,2011
102.87,2011
4.97,2011
231.23,2013
1939.25,2013
121.52,2011
218.43,2011
165.56,2011
27.18,2012
116.93,2010
54.2,2012
55.18,2012
238.35,2013
455.05,2013
1351.62,2013
444.34,2011
6.97,2010
56.65,2013
191.1,2012
1362.66,2012
363.82,2012
1397.5,2012
1333.58,2012
145.01,2013
153.98,2011
1224.54,2011
936.28,2013
497.42,2013
192.33,2010
139.49,2010
2755.79,2013
1952.43,2010
175.65,2011
485.05,2013
429.3,2011
178.6,2011
32.12,2013
42.52,2013
63.27,2013
174.94,2013
268.16,2013
83.72,2013
74.81,2013
170.46,2012
314.3,2011
112.72,2012
1549.86,2013
68.79,2013
321.37,2013
663.01,2013
119.84,2011
74.12,2013
582.57,2011
34.41,2010
157.27,2010
29.12,2013
290.78,2013
5.06,2011
3129.76,2013
21.27,2013
46.58,2011
283.44,2010
132.43,2011
833.23,2013
326.89,2013
28.46,2010
1029.34,2013
178.84,2012
12.67,2013
86.93,2011
472.7,2013
66.66,2011
1526.68,2010
711.72,2013
1952.56,2010
255,2012
94.11,2012
1619.18,2012
3371.37,2013
1263.15,2013
3360.3,2013
92,2013
124.5,2013
70.27,2011
67.48,2011
10.48,2012
43.14,2013
117.54,2013
167.64,2013
1155.3,2011
1714.8,2013
280.37,2012
11055.12,2013
237.83,2010
35.97,2010
1442.42,2011
95.33,2011
33.46,2013
316.35,2013
374.81,2010
43.27,2010
1515.98,2011
28.2,2010
15.72,2013
78.46,2013
54.98,2013
89.26,2013
237.77,2010
121.62,2013
607.98,2011
6.25,2012
51.95,2012
165.14,2012
475.76,2011
71.54,2013
14.08,2010
256.73,2010
23.87,2012
6.5,2010
74.86,2013
129.1,2011
5200.1,2013
14.72,2011
2.25,2013
2376.12,2010
826.8,2013
1640.59,2012
8.8,2010
165.04,2013
225.17,2012
25.04,2012
37.13,2012
142.91,2012
843.39,2011
56.82,2011
125.5,2013
21.53,2011
259.39,2011
13.4,2011
3519.39,2013
6428.07,2013
88.35,2013
608.33,2013
3.78,2013
46.37,2013
744.42,2013
2099.06,2013
11.51,2011
10.23,2010
703.4,2013
264.37,2013
35.56,2011
5566.52,2013
54.08,2010
93.82,2010
898.09,2013
57.41,2010
2809.87,2010
59.9,2010
333.32,2013
67.52,2011
7499.07,2013
144.88,2013
38.48,2012
23.35,2013
11.76,2011
7922.31,2011
111.78,2013
83.49,2011
42.34,2012
74.01,2012
13.04,2012
255.88,2010
13.65,2012
36.86,2012
836.77,2013
3555.12,2013
556.61,2010
42.13,2012
26.06,2011
19.87,2012
1591.33,2011
18.16,2011
379.31,2012
959.48,2012
32.54,2012
1261.29,2011
3741.39,2010
325.17,2013
1510.88,2013
7.08,2013
49.53,2012
31.87,2012
176.86,2012
68.02,2012
49.8,2012
93.88,2011
17.02,2011
5273.01,2011
10.44,2011
1924.58,2013
3055.47,2011
113.68,2010
44.83,2012
1389.87,2012
962.99,2011
1183.23,2013
26.12,2013
285.48,2013
358.99,2013
240.27,2013
617.32,2013
4352.04,2011
11145.81,2011
3499.25,2012
25.29,2012
506.38,2010
1042.72,2010
82.05,2012
629.81,2012
11.81,2012
344.16,2011
934.72,2011
10.88,2011
232.22,2011
469.59,2010
146.65,2011
33.34,2011
717.17,2011
49.48,2011
235.94,2013
448.97,2013
264,2013
298.91,2012
491,2013
143.57,2013
38.81,2010
68.54,2011
1016.07,2011
305.86,2012
36.74,2011
282.7,2013
3178.22,2013
376.64,2013
251.06,2010
1004.13,2013
462.46,2012
426.93,2011
162.88,2012
68.21,2012
141.54,2013
524.86,2013
177.39,2013
352.39,2013
10.08,2013
48.72,2012
1639.75,2013
65.84,2013
1546.01,2013
628.82,2011
13.91,2011
69.46,2010
1145.72,2010
5768.12,2010
392.85,2011
189.79,2013
226.81,2011
21.58,2011
818.01,2013
1493.51,2011
291.95,2013
604.18,2012
3061.74,2013
145.83,2013
34.99,2013
331.7,2012
507.37,2013
27.21,2012
27.44,2013
417.91,2013
69.82,2011
6914.05,2012
43.25,2012
107.59,2013
832.97,2010
20.83,2013
31.98,2010
33.92,2013
1782.44,2010
68.36,2011
131.27,2012
54.99,2012
1263.35,2010
199.48,2010
286.46,2013
67.89,2013
230.01,2013
449.81,2011
1203.42,2011
292.25,2011
1989.32,2010
654.42,2013
1263.02,2013
758.59,2013
464.83,2013
1140.95,2010
193.55,2012
142.36,2012
477.93,2012
24.27,2010
38.53,2010
4910.72,2010
250.22,2012
79.67,2012
1625.62,2012
186.18,2013
5155.36,2011
212.94,2011
4854.32,2013
476.24,2011
2215.93,2013
172.48,2013
511.57,2010
178.36,2013
3.63,2013
50.22,2013
240.63,2013
52.47,2010
57.42,2013
8735.87,2013
99.89,2012
180.99,2012
360.82,2012
600.59,2011
85.69,2011
1678.73,2011
414.67,2012
327.24,2012
102.98,2012
46.4,2012
16.27,2013
18.71,2010
41.53,2013
107.31,2012
21.86,2012
520.81,2011
414.94,2011
744.84,2011
244.82,2012
490.34,2012
304.79,2012
487.61,2013
10.96,2010
211.87,2011
385.45,2010
668.38,2010
77.51,2013
2129.73,2012
434.18,2012
11.87,2012
640.97,2013
46.63,2013
231.2,2013
46.94,2010
32.71,2013
5.18,2013
1012.67,2012
1524.73,2013
227.67,2010
9.67,2012
1442.19,2012
40.4,2012
2051.51,2012
143.49,2013
272.86,2010
722.24,2013
1545.11,2012
2052.43,2012
337.74,2012
212.82,2012
375.84,2013
3846.06,2010
65.18,2013
200.57,2013
142,2011
27.55,2011
13.72,2011
309.74,2013
7.15,2010
520.74,2013
238.68,2013
212.23,2013
28.61,2012
83.45,2012
1705.08,2012
641.97,2013
75.67,2013
109.99,2010
900.12,2010
36.92,2011
68.71,2013
113.38,2013
19.86,2013
11.21,2010
43.53,2013
173.29,2013
3251.76,2010
90.17,2011
449.88,2013
60.02,2013
1797.31,2013
13.34,2011
29.99,2011
79.61,2010
36.14,2013
112.45,2013
78.52,2013
257.71,2012
37.9,2012
811.33,2012
117.6,2013
57.76,2012
51.9,2012
1054.11,2012
1735.71,2013
19.24,2013
77.69,2011
2013.28,2012
15.13,2013
941.17,2013
3196.77,2013
47.04,2013
63.62,2012
364.92,2010
595.19,2013
672.34,2012
90.46,2010
183.67,2013
267.7,2013
1431.86,2012
218.31,2011
39.6,2013
336.2,2013
2173.49,2012
23.54,2011
71.58,2011
24.64,2011
534.93,2012
1066.68,2012
3309.23,2012
189.31,2013
56.38,2010
119.13,2010
715.84,2013
3000.54,2012
25,2012
107.95,2010
1095.31,2013
99.92,2010
214.2,2011
35.04,2011
13.18,2013
1963.93,2013
148.67,2013
305.76,2012
17.61,2011
44.24,2010
64.59,2010
461.94,2010
204.34,2010
280.21,2013
70.91,2012
96.58,2012
246.36,2013
446.6,2011
172.19,2011
27.11,2011
1686.13,2011
75.48,2012
153.57,2012
721.95,2012
32.51,2012
157.89,2012
13.32,2011
22.05,2013
380.12,2012
968.28,2011
8,2012
7.02,2012
435.73,2012
72.88,2013
90.21,2013
3127.69,2010
98.61,2012
13.17,2011
81.61,2013
76.64,2011
78.91,2013
64.54,2012
42.9,2012
57.02,2012
206.73,2012
2439.37,2010
609.09,2010
17.53,2013
146.66,2013
1818.41,2010
492.18,2013
48.34,2013
61.46,2011
67.29,2011
178.6,2012
5533.41,2011
8027.28,2012
96.96,2013
92.99,2011
147.59,2011
5.05,2013
22.67,2011
72.44,2013
2353.55,2010
111.93,2013
72.11,2010
4393.66,2013
2855.32,2013
36.67,2011
93.57,2013
98.65,2013
1206.76,2013
46.97,2012
812.7,2012
89.08,2012
86.83,2012
104.24,2013
38.77,2011
408.41,2011
195.04,2011
81.15,2013
43.53,2011
6.52,2012
157.78,2010
296.94,2013
73.67,2013
2983.03,2013
39.86,2013
1390.57,2013
2756.91,2013
123.83,2013
647.05,2013
131.32,2013
45.84,2013
182.61,2010
119.6,2010
1705.65,2013
4111.71,2013
45.41,2013
48.73,2011
60.07,2011
210.76,2011
2645.29,2013
100.11,2010
633.15,2013
4542.65,2011
7.53,2013
204.16,2011
56,2013
664.34,2010
61.44,2013
4009.89,2013
9.01,2013
107.47,2013
48.89,2013
22.02,2013
139.86,2011
185.08,2011
281.75,2010
780.17,2013
